0,1,2,3,4,5,6,7,label
-0.6586389,0.33697486,-0.97391534,-0.71958435,-0.06148003,-0.3773028,0.5275421,-0.60698134,0
-0.2692986,0.93535054,-0.92371213,-0.7738051,-0.27463242,-0.22838715,0.14775534,-0.6786827,1
-0.37807828,0.6231966,-0.95166993,-0.7927191,-0.22976314,-0.23350687,0.117856115,-0.7110276,1
-0.8315817,0.48698768,-0.9574775,-0.3013668,-0.31374544,-0.36377254,0.34899658,-0.7540961,1
-0.5878723,0.49054837,-0.96284574,-0.79447114,-0.056467578,-0.42980152,0.42268902,-0.6269851,0
-0.7056097,0.6429722,-0.94588333,-0.48958325,-0.16156301,-0.36144513,0.35796702,-0.6157919,1
-0.9139677,0.53831446,-0.94882417,-0.13839558,-0.41387498,-0.35570985,0.339616,-0.60885406,1
-0.7974968,0.5840354,-0.948465,-0.50813407,-0.051915914,-0.39426392,0.6317136,-0.53195053,0
-0.83484167,0.42488658,-0.9629848,-0.23890448,-0.45606527,-0.3342865,0.1944181,-0.79205835,1
-0.34232864,0.56496596,-0.96015024,-0.77560574,-0.40938917,-0.38494727,0.18190911,-0.5699353,0
-0.07713789,0.39109102,-0.97758496,-0.34803107,-0.35867286,-0.42752397,0.48034602,-0.6238551,0
-0.7438125,0.29547057,-0.97406167,-0.53295845,-0.29300237,-0.3022984,0.3322348,-0.59209734,0
-0.93639576,0.5495153,-0.9449541,-0.024766415,-0.51832074,-0.33898187,0.17394371,-0.6602295,1
-0.6247677,0.85113156,-0.9302767,-0.6029257,0.011056542,-0.4158359,0.26447505,-0.72532666,1
-0.8485967,0.46720052,-0.9423764,-0.19270882,-0.51563966,-0.31696725,0.21249387,-0.37285876,1
-0.8005214,0.475144,-0.95911384,-0.38307375,-0.24993958,-0.37571096,0.45805264,-0.689849,1
-0.82301134,0.34670237,-0.96540695,-0.28731307,-0.5054187,-0.2918398,0.17408818,-0.62741804,0
-0.75663173,0.42361617,-0.9650764,-0.4093674,-0.3281691,-0.36686215,0.29070416,-0.73958474,1
-0.7910429,0.5238327,-0.95140755,-0.3787893,-0.2864857,-0.35195354,0.27075705,-0.45484513,0
-0.5066241,0.47848576,-0.9659438,-0.81493074,-0.21609429,-0.39158672,0.23391415,-0.67923707,0
0.17555523,0.25281054,-0.9814949,0.2988091,0.68816835,-0.47194466,-0.25363314,-0.5977785,0
-0.67601925,0.40740037,-0.9668854,-0.6054931,-0.2122611,-0.3555438,0.32190874,-0.616408,1
-0.657532,0.71952873,-0.93977344,-0.694504,0.107628524,-0.4566506,0.54422843,-0.56560934,0
-0.7289098,0.4595936,-0.95952904,-0.42054766,-0.33568877,-0.37833494,0.28542426,-0.5947222,1
-0.87767625,0.69281346,-0.93527323,-0.24891509,-0.21805128,-0.37031934,0.5553037,-0.5027351,1
-0.76550096,0.45294034,-0.9621372,-0.4053474,-0.2706239,-0.38074625,0.38927382,-0.7074923,1
-0.8285019,0.50216293,-0.9459205,-0.2784513,-0.33757928,-0.36917034,0.35240132,-0.7170955,1
-0.84589916,0.73237604,-0.9342921,-0.32301882,-0.11995648,-0.42282337,0.55749583,-0.6690149,1
-0.33405176,0.7355211,-0.93976814,-0.8035861,-0.28754422,-0.27965117,0.15927997,-0.57436943,0
-0.81055176,0.5444958,-0.9495761,-0.33815062,-0.29502377,-0.35390458,0.37182134,-0.55158526,1
-0.5842321,0.4764203,-0.9640215,-0.71486926,-0.12270638,-0.37453967,0.2047924,-0.7012007,0
-0.73131883,0.6954001,-0.9413652,-0.47712648,-0.1127387,-0.38949126,0.29961053,-0.7315864,1
-0.6914948,0.3363753,-0.97320557,-0.6103194,-0.19239417,-0.3610246,0.4079221,-0.6268492,0
-0.7116863,0.46340862,-0.960619,-0.49534082,-0.2286452,-0.416134,0.40664735,-0.63866496,0
