0,1,2,3,4,5,label
-0.65863943,0.33697522,-0.9739147,-0.71958774,-0.06155336,-0.37859288,0
-0.26929823,0.9353496,-0.92371136,-0.7738073,-0.2747217,-0.229597,1
-0.37807816,0.6231965,-0.9516694,-0.7927197,-0.22987728,-0.23482917,1
-0.8315815,0.48698774,-0.9574771,-0.30136904,-0.31381434,-0.364822,1
-0.5878722,0.49054834,-0.9628453,-0.79447216,-0.05651337,-0.4310288,0
-0.7056094,0.6429722,-0.9458829,-0.4895841,-0.16165899,-0.3626948,1
-0.9139676,0.5383145,-0.9488239,-0.13839811,-0.4139458,-0.35702506,1
-0.7974966,0.5840354,-0.9484646,-0.5081352,-0.052026093,-0.39563143,0
-0.8348415,0.4248867,-0.9629845,-0.23890617,-0.45612645,-0.3353115,1
-0.34232873,0.56496584,-0.9601498,-0.77560806,-0.40942827,-0.38644764,0
-0.07713807,0.39109108,-0.9775846,-0.34803164,-0.35877734,-0.42883962,0
-0.7438123,0.2954706,-0.9740613,-0.5329603,-0.2930889,-0.30354062,0
-0.93639565,0.5495153,-0.9449539,-0.024769574,-0.51840293,-0.34041587,1
-0.6247674,0.8511316,-0.93027616,-0.6029247,0.010961324,-0.4171459,1
-0.8485966,0.46720052,-0.9423762,-0.1927115,-0.51572216,-0.3185444,1
-0.80052114,0.475144,-0.95911354,-0.3830756,-0.25000197,-0.37686208,1
-0.8230112,0.3467024,-0.9654067,-0.2873158,-0.505487,-0.2930641,0
-0.75663155,0.42361623,-0.965076,-0.40936893,-0.32822877,-0.36797547,1
-0.7910427,0.52383274,-0.95140725,-0.37879086,-0.28657818,-0.35356867,0
-0.50662404,0.4784856,-0.9659434,-0.81493175,-0.21614537,-0.39291903,0
0.17555517,0.25281045,-0.9814949,0.29880697,0.6880267,-0.4734939,0
-0.6760191,0.40740046,-0.966885,-0.6054937,-0.21234867,-0.35679653,1
-0.6575317,0.71952873,-0.939773,-0.69450516,0.107546836,-0.4579251,0
-0.72890973,0.45959356,-0.95952874,-0.42054978,-0.33576095,-0.37970775,1
-0.87767595,0.6928135,-0.93527293,-0.24891703,-0.21816382,-0.3717175,1
-0.7655008,0.45294032,-0.9621369,-0.4053491,-0.27068818,-0.3819741,1
-0.82850176,0.502163,-0.9459202,-0.27845272,-0.33764786,-0.37026882,1
-0.8458988,0.7323761,-0.9342917,-0.3230201,-0.12003273,-0.4239431,1
-0.33405173,0.735521,-0.9397676,-0.8035892,-0.2875816,-0.28044468,0
-0.8105516,0.5444958,-0.9495758,-0.33815217,-0.29511344,-0.3553391,1
-0.58423203,0.4764203,-0.964021,-0.7148696,-0.12278874,-0.37566715,0
-0.7313185,0.6954003,-0.9413647,-0.47712678,-0.11282441,-0.39074847,1
-0.6914947,0.3363753,-0.9732052,-0.6103209,-0.19246304,-0.3622283,0
-0.7116862,0.4634086,-0.9606187,-0.49534327,-0.22868343,-0.41730833,0
-0.6726552,0.8755014,-0.92705375,-0.5098785,-0.034321547,-0.41590595,1
-0.7084235,0.5514542,-0.95282936,-0.55099493,-0.13665998,-0.40718067,0
-0.53277963,0.3175484,-0.9777757,-0.8355292,-0.18073705,-0.35128933,0
-0.72096884,0.33750957,-0.97275573,-0.52753395,-0.29660848,-0.3390509,1
-0.7422359,0.43788898,-0.9626366,-0.6079536,-0.09441824,-0.36275402,0
-0.6811521,0.3678427,-0.97060126,-0.68843144,-0.06494759,-0.38765332,0
-0.8223001,0.5480619,-0.95046663,-0.34006974,-0.29177827,-0.3694695,1
-0.8518226,0.47655293,-0.9574633,-0.28554007,-0.3178214,-0.36296088,1
-0.5275667,0.6821915,-0.9459567,-0.70049185,-0.3272439,-0.37524694,0
-0.2114976,0.52929544,-0.96940607,-0.8038901,-0.56420195,-0.41286653,0
-0.23647991,0.64332825,-0.95698804,-0.8344869,-0.51926863,-0.42320782,0
-0.86686826,0.4695872,-0.9582676,-0.17519051,-0.49240175,-0.34431317,1
0.06902933,0.7079176,-0.9463003,-0.8553533,-0.60943305,-0.103016436,0
-0.53758323,0.48726776,-0.9625856,-0.79589105,-0.13195337,-0.37012574,0
-0.73726225,0.39057714,-0.9674234,-0.55122834,-0.17111349,-0.37964627,0
-0.65153867,0.4664406,-0.963183,-0.672974,-0.08087112,-0.3907183,0
-0.25311148,0.52689856,-0.96566063,-0.9823452,-0.27588817,-0.38954324,0
0.72274125,0.77190053,-0.94360775,0.20657176,-0.73869157,-0.6096803,0
-0.7071929,0.44368732,-0.9631287,-0.5848311,-0.16427535,-0.35725725,0
-0.2123015,0.6193477,-0.95501304,-0.63793755,-0.52734244,-0.38678887,0
-0.64767194,0.503329,-0.9604249,-0.6475642,-0.09966627,-0.40616444,0
-0.86857367,0.44810674,-0.9597078,-0.16205955,-0.51324564,-0.33381805,1
-0.88132596,0.6566537,-0.94120526,-0.251922,-0.17306751,-0.42096558,1
-0.7347237,0.3972601,-0.96727026,-0.4681761,-0.29877436,-0.36441186,1
0.06478119,0.4238564,-0.9788088,-0.47896433,-0.6055527,-0.4613883,0
-0.82998234,0.5161578,-0.9547326,-0.3387862,-0.2640749,-0.36718884,1
-0.59982646,0.6255087,-0.951833,-0.59391457,-0.14532308,-0.37658024,1
-0.81647897,0.4035619,-0.96407115,-0.2658955,-0.47163373,-0.33113962,1
-0.026603997,0.31929284,-0.9870235,-0.17486009,-0.23059867,-0.52924526,0
-0.32157233,0.6576556,-0.95182115,-0.93784857,-0.17203328,-0.31618056,0
-0.7754679,0.60600436,-0.94985485,-0.31200022,-0.28947783,-0.38094094,1
-0.5602561,0.4265332,-0.96907955,-0.7799448,-0.06497699,-0.38996607,0
-0.92777896,0.6069866,-0.9421888,-0.13491136,-0.3269275,-0.3831996,1
-0.81549656,0.47222233,-0.9576755,-0.34818405,-0.3127254,-0.34175727,1
-0.83212066,0.703144,-0.9373546,-0.306162,-0.18884799,-0.404086,1
-0.6443543,0.5102859,-0.96048045,-0.6574435,-0.14907081,-0.4172887,0
-0.41792586,0.5027398,-0.964289,-0.87428105,-0.26619887,-0.3212856,0
-0.2987979,0.4873996,-0.96617794,-0.8477553,-0.42246097,-0.26129675,0
-0.8346294,0.65528786,-0.9390631,-0.27963543,-0.23373672,-0.4142812,1
-0.47969097,0.39314404,-0.9737825,-0.8345977,-0.2416774,-0.38974416,0
-0.2881169,0.60922796,-0.9611604,-0.8921859,-0.30891937,-0.4515513,0
-0.6694663,0.31841093,-0.9750039,-0.7041025,-0.11009754,-0.3667388,0
-0.826496,0.63497454,-0.9429591,-0.34967408,-0.15527487,-0.4027061,1
-0.6633592,0.86962724,-0.92850846,-0.47183257,-0.035922438,-0.4200017,1
-0.67054665,0.27517867,-0.9794586,-0.6113174,-0.27001402,-0.32928336,0
-0.6375277,0.5546117,-0.9524139,-0.50846314,-0.27165103,-0.2992488,0
-0.754074,0.5179361,-0.95600814,-0.49913412,-0.14631495,-0.3824355,1
-0.89150345,0.6147342,-0.9450105,-0.1634857,-0.34962028,-0.3736115,1
-0.48675376,0.7031009,-0.94623786,-0.8050368,-0.052871704,-0.42294756,0
-0.877932,0.530394,-0.9526752,-0.17710653,-0.4266712,-0.3530426,1
-0.8111214,0.5245697,-0.9552504,-0.3314476,-0.2851698,-0.36013487,1
-0.21379697,0.3402121,-0.9811103,-0.71592647,-0.47509724,-0.38260117,0
-0.11922857,0.6031599,-0.9605945,-0.74833906,-0.6486082,-0.40549102,0
-0.718017,0.3028561,-0.97275126,-0.6302738,-0.17111383,-0.34593546,0
-0.20368764,0.40402535,-0.967861,-0.37740955,-0.42644158,-0.4668083,0
0.18026751,0.55902296,-0.9417665,-0.60755813,-0.5075323,-0.057145506,0
-0.848276,0.4678165,-0.95741415,-0.17750773,-0.50076866,-0.34252667,1
-0.7656308,0.42947453,-0.9585657,-0.2706924,-0.5406792,-0.33061418,1
0.26386702,0.56067157,-0.95551556,-0.12909153,-0.30913135,-0.5655676,0
-0.41184852,0.4788448,-0.963987,-0.7461672,-0.3464254,-0.26751572,0
-0.72456616,0.503286,-0.9580598,-0.52083707,-0.15208077,-0.4065847,0
-0.15252873,0.3851244,-0.9765153,-0.7306246,-0.66127336,-0.3917042,0
-0.97708786,0.64578825,-0.93861544,-0.028133512,-0.41309524,-0.3809525,1
0.66952944,0.5998382,-0.9501882,0.08298707,0.30395228,-0.6463907,0
-0.6747033,0.50815785,-0.95721495,-0.6410159,-0.09698835,-0.37560043,0
-0.79636544,0.54329586,-0.9525304,-0.44443175,-0.1375823,-0.37145194,0
-0.8825761,0.6844906,-0.9392389,-0.22749741,-0.21294951,-0.40794626,1
-0.6190814,0.59018314,-0.9551784,-0.55620474,-0.12978767,-0.42472696,1
-0.83301806,0.5112433,-0.95491666,-0.2883197,-0.3111254,-0.3536543,1
-0.8046098,0.37318227,-0.9663803,-0.43202105,-0.26800838,-0.32246813,0
-0.66314393,0.9112166,-0.9232745,-0.51756704,-0.043011144,-0.40620425,1
-0.7793754,0.61313754,-0.94885254,-0.36901104,-0.20360485,-0.3941252,1
-0.8125768,0.45192015,-0.95854276,-0.32857263,-0.37586427,-0.35114715,1
0.28519666,0.39929906,-0.92824477,-0.084178,0.27845752,0.4876184,0
-0.58236104,0.42380536,-0.96759075,-0.80086875,-0.044354096,-0.37005678,0
-0.68109965,0.3783214,-0.96983576,-0.6120525,-0.1798811,-0.3820077,1
-0.80592906,0.56163216,-0.9519029,-0.35204357,-0.20157671,-0.41029176,1
-0.8325835,0.6598745,-0.94194233,-0.39623493,-0.09360333,-0.4180823,0
-0.57843053,0.42852035,-0.9688779,-0.7426705,-0.19053417,-0.3906364,0
-0.8819864,0.65525854,-0.9421259,-0.289181,-0.1526349,-0.4080788,1
