0,1,2,3,4,5,6,label
-0.65864104,0.33698022,-0.97391456,-0.71958625,-0.061526373,-0.37807965,0.5272394,0
-0.26929763,0.93534976,-0.92371154,-0.7738017,-0.27468827,-0.22931911,0.14785264,1
-0.37807813,0.6231995,-0.95166916,-0.79271746,-0.22983369,-0.23453212,0.11805302,1
-0.83158207,0.48699185,-0.957477,-0.30136392,-0.31378412,-0.36454502,0.34902596,1
-0.5878725,0.49055237,-0.9628451,-0.79447085,-0.056496263,-0.4303506,0.42210966,0
-0.70560956,0.6429751,-0.9458827,-0.48958075,-0.1616222,-0.36237833,0.35800937,1
-0.9139681,0.53831834,-0.94882375,-0.13839376,-0.4139158,-0.35645375,0.33927518,1
-0.79749686,0.5840388,-0.94846433,-0.5081326,-0.05198215,-0.3952422,0.63158655,0
-0.8348421,0.42489123,-0.96298444,-0.23890173,-0.45609856,-0.33503336,0.19440316,1
-0.34232852,0.5649693,-0.96014947,-0.77560556,-0.4094128,-0.3856235,0.1813828,0
-0.077138305,0.39109552,-0.9775846,-0.34802932,-0.3587414,-0.42851028,0.48043415,0
-0.7438133,0.29547596,-0.9740613,-0.53295803,-0.29305214,-0.30306673,0.3322225,0
-0.9363959,0.5495191,-0.94495374,-0.024764746,-0.51837295,-0.339776,0.17419153,1
-0.624767,0.8511332,-0.93027574,-0.60292274,0.010991871,-0.41650808,0.26454887,1
-0.8485971,0.4672048,-0.942376,-0.19270727,-0.51569664,-0.3178321,0.21280529,1
-0.80052173,0.4751482,-0.95911336,-0.38307053,-0.24997957,-0.37652016,0.45774263,1
-0.823012,0.34670752,-0.96540666,-0.28731254,-0.50545764,-0.29262906,0.17395681,0
-0.7566322,0.42362076,-0.9650759,-0.40936494,-0.32820487,-0.36760065,0.29059505,1
-0.79104304,0.5238366,-0.9514071,-0.37878928,-0.28654516,-0.35276914,0.270799,0
-0.50662434,0.47848973,-0.96594316,-0.8149297,-0.2161276,-0.3922227,0.23329017,0
0.17555481,0.25281608,-0.98149484,0.29881328,0.6880815,-0.47292572,-0.2525276,0
-0.67601967,0.40740505,-0.9668849,-0.60549134,-0.21231508,-0.35632652,0.3218375,1
-0.6575316,0.71953124,-0.93977267,-0.69450486,0.10758132,-0.4573781,0.5439905,0
-0.7289102,0.45959792,-0.95952857,-0.42054626,-0.33573306,-0.37898108,0.2854724,1
-0.8776761,0.69281626,-0.9352726,-0.24891262,-0.21811876,-0.37121806,0.55536544,1
-0.7655014,0.4529447,-0.96213675,-0.40534443,-0.2706671,-0.3814668,0.3891766,1
-0.8285022,0.5021669,-0.94592005,-0.2784479,-0.33762082,-0.36997682,0.35240093,1
-0.845899,0.7323786,-0.93429136,-0.32301596,-0.120000705,-0.42362466,0.5574478,1
-0.33405128,0.7355231,-0.93976724,-0.80358464,-0.28756073,-0.2803014,0.1582445,0
-0.810552,0.54449964,-0.94957554,-0.33814758,-0.29508173,-0.354676,0.37183467,1
-0.58423245,0.47642443,-0.96402085,-0.7148677,-0.12275548,-0.3752634,0.20495999,0
-0.73131853,0.6954029,-0.94136447,-0.47712466,-0.1127962,-0.39033666,0.29943976,1
-0.6914954,0.33638036,-0.97320515,-0.61031777,-0.19243857,-0.36180225,0.40756306,0
-0.7116867,0.46341288,-0.96061844,-0.4953402,-0.22866967,-0.41676345,0.40617928,0
-0.67265487,0.8755027,-0.9270534,-0.50987595,-0.034287423,-0.4153615,0.2708486,1
-0.7084238,0.5514578,-0.9528291,-0.5509917,-0.1366275,-0.40665925,0.5024207,0
