0,1,2,3,4,5,label
-0.7015659,0.68936324,-0.9419577,-0.4134551,-0.029963166,-0.49560457,1
-0.6391216,0.29275927,-0.97375923,-0.598209,-0.047123447,-0.41644093,0
-0.1947524,0.93248266,-0.928076,-0.6393629,-0.15994552,-0.26698312,1
-0.32151473,0.5996706,-0.95418346,-0.6592282,-0.14749983,-0.30473343,1
-0.7525105,0.227637,-0.9682466,-0.36604595,-0.4081967,-0.23288335,0
-0.557527,0.45596257,-0.96434104,-0.6618315,-0.018189237,-0.4786551,0
-0.9110029,0.51343906,-0.9459742,-0.08670333,-0.3827418,-0.40603122,1
-0.78213966,0.55895174,-0.94839615,-0.40510604,-0.034524485,-0.39699453,0
-0.9034227,0.45712495,-0.95148796,-0.06989238,-0.46149504,-0.45101863,1
-0.28147867,0.53926384,-0.9621276,-0.6487496,-0.3354523,-0.39347863,0
0.012309015,0.34865782,-0.9769176,-0.25003016,-0.3200018,-0.48688945,0
-0.9353243,0.5283761,-0.9413842,0.010789424,-0.47648728,-0.41738126,1
-0.72725254,0.25097755,-0.9724047,-0.41606417,-0.30339706,-0.36097032,0
-0.8500785,0.4886467,-0.95136404,-0.21525235,-0.28579742,-0.43695796,1
-0.83435035,0.43879536,-0.93898785,-0.1347455,-0.47826904,-0.2071732,1
-0.5787625,0.78286785,-0.93816847,-0.51635504,0.038061082,-0.48986772,1
-0.78960043,0.44401398,-0.9577403,-0.30391085,-0.22458076,-0.47519132,1
-0.8137286,0.30856135,-0.9620196,-0.22324222,-0.47338766,-0.33729655,0
-0.7429809,0.38986996,-0.963579,-0.32799888,-0.28858873,-0.4949444,1
-0.77279764,0.4955485,-0.9503665,-0.29314694,-0.24951352,-0.29116806,0
-0.4676466,0.4447402,-0.9677386,-0.6889843,-0.16735747,-0.4732164,0
0.2703005,0.17400631,-0.9794889,0.36255157,0.66093653,-0.5441677,0
-0.6526041,0.36945522,-0.9664261,-0.4964667,-0.17210168,-0.39537504,1
-0.6247218,0.6998189,-0.94214004,-0.5669683,0.13767225,-0.4637648,0
-0.8661769,0.6768632,-0.93431497,-0.18328057,-0.19408527,-0.356816,1
-0.7534114,0.42058808,-0.9608256,-0.3239744,-0.23809277,-0.49136165,1
-0.81805575,0.4761603,-0.9443613,-0.213187,-0.30172536,-0.4866712,1
-0.704233,0.34355927,-0.96844894,-0.38956624,-0.25779197,-0.45714206,1
-0.8308644,0.71842015,-0.9343708,-0.24617785,-0.08764081,-0.51002586,1
-0.5519905,0.44297087,-0.9650729,-0.5930992,-0.0706996,-0.46194893,0
-0.70774853,0.6783125,-0.942167,-0.38029146,-0.05936502,-0.49650568,1
-0.67532986,0.29350716,-0.9722338,-0.5030006,-0.16951862,-0.41072172,0
-0.694267,0.43083054,-0.9597916,-0.4016937,-0.19827265,-0.4807501,0
-0.6379764,0.8679408,-0.92971724,-0.40733796,0.0345037,-0.50429285,1
-0.68765914,0.5250655,-0.9529143,-0.4508711,-0.10530853,-0.42156503,0
-0.5000645,0.2718134,-0.978338,-0.7024677,-0.14229944,-0.38637182,0
-0.70351404,0.29619732,-0.9712979,-0.42979395,-0.26491463,-0.42387894,1
-0.72428954,0.40219802,-0.9620542,-0.49609506,-0.07949324,-0.34919247,0
-0.66300684,0.3258621,-0.97043633,-0.5688003,-0.052736342,-0.39987177,0
-0.8094045,0.52242005,-0.9489807,-0.26351094,-0.25582296,-0.39903095,1
-0.8450439,0.4457997,-0.95553285,-0.22069429,-0.2934807,-0.48968136,1
-0.4827166,0.6631831,-0.9480953,-0.5909903,-0.2630443,-0.412167,0
-0.6905393,0.27696365,-0.97254217,-0.44820905,-0.23692107,-0.41302451,1
-0.14148074,0.50349444,-0.97204167,-0.6830088,-0.48168755,-0.556209,0
-0.16652092,0.6258724,-0.9599812,-0.7104597,-0.43945575,-0.49501234,0
-0.86128044,0.44128203,-0.9555077,-0.12259382,-0.44822112,-0.5099651,1
0.17765158,0.6949659,-0.9499269,-0.7177075,-0.5010365,-0.20410375,0
-0.49984923,0.45139948,-0.96415293,-0.66418976,-0.07712631,-0.4057116,0
-0.18363956,0.4952786,-0.96910405,-0.8325245,-0.2082589,-0.3924509,0
-0.6449457,0.5414245,-0.9538202,-0.47817126,-0.111678466,-0.44229966,0
-0.6867215,0.40898618,-0.9625898,-0.47640255,-0.13567175,-0.37997568,0
-0.1338006,0.59985626,-0.9565853,-0.5293212,-0.4658648,-0.37139347,0
-0.62386006,0.4726902,-0.96103436,-0.5322286,-0.060915306,-0.4824705,0
-0.8638971,0.41863078,-0.95663065,-0.11168796,-0.46900636,-0.46762955,1
-0.8339368,0.46214345,-0.95505905,-0.18847978,-0.3254008,-0.5034965,1
0.17080027,0.38783625,-0.97902817,-0.37678006,-0.5620184,-0.49797797,0
-0.81994355,0.48783472,-0.95335203,-0.26327908,-0.23270051,-0.47833452,1
-0.39265555,0.8736191,-0.93480504,-0.6150495,0.0073400736,-0.46740723,1
-0.5677082,0.6015277,-0.95354927,-0.48813206,-0.07063268,-0.5264564,1
0.060522854,0.26448935,-0.98632956,-0.09476873,-0.19595517,-0.59897673,0
-0.25822923,0.6319226,-0.956047,-0.7871764,-0.08004789,-0.35609287,0
-0.8954084,0.5304399,-0.93543756,-0.058413982,-0.43988577,-0.31552207,1
-0.75802255,0.58291554,-0.94938165,-0.2375829,-0.23106578,-0.5079248,1
-0.5283935,0.38925457,-0.97012836,-0.6509484,-0.03087987,-0.46230122,0
-0.92410386,0.5863591,-0.9401473,-0.08599749,-0.3036457,-0.4328078,1
-0.8040322,0.44155568,-0.95579225,-0.2719469,-0.2801706,-0.41610712,1
-0.3682717,0.47002813,-0.9665229,-0.73394465,-0.19482583,-0.36999545,0
-0.23946384,0.45504352,-0.9681322,-0.71304744,-0.33960038,-0.32914287,0
-0.2275455,0.5829721,-0.96504325,-0.7546186,-0.22073933,-0.5645948,0
-0.6493902,0.27290058,-0.97448,-0.58427286,-0.09816012,-0.3571315,0
-0.81239104,0.61507237,-0.9423499,-0.27099675,-0.12602879,-0.44441137,1
-0.6271242,0.8622401,-0.93103915,-0.3713284,0.034248948,-0.5010246,1
-0.6524526,0.23000441,-0.9781078,-0.5043752,-0.23717755,-0.4246052,0
