0,1,2,3,4,label
-0.7410561,0.25912753,-0.5305171,0.037535474,-0.7168134,1
-0.69139045,-0.55629843,-0.7221319,0.029424444,-0.6704957,0
-0.28695256,0.72640777,-0.7909754,-0.11962805,-0.6617021,1
-0.4090435,0.048389435,-0.80846,-0.08561417,-0.6717882,1
-0.792274,-0.6816689,-0.45083195,-0.25029296,-0.5953149,0
-0.849405,-0.21459356,-0.3201517,-0.13429216,-0.7347444,1
-0.6213228,-0.22355133,-0.7902285,0.036953017,-0.69735914,0
-0.7231302,0.115831316,-0.5079653,-0.03151039,-0.68244445,1
-0.92382157,-0.09446999,-0.1530444,-0.21763669,-0.68757045,1
-0.812322,-0.004582852,-0.5161686,0.038178578,-0.65502363,0
-0.91840184,-0.21454906,-0.13286981,-0.26761052,-0.7244967,1
-0.85504353,-0.3511539,-0.2586236,-0.23425396,-0.7444184,1
-0.37311092,-0.07807317,-0.7695792,-0.22908238,-0.69293886,0
-0.10319263,-0.45333198,-0.34742233,-0.21436426,-0.7241685,0
-0.7709307,-0.64072895,-0.53588706,-0.1404748,-0.64270145,0
-0.9466928,-0.05938109,-0.044793725,-0.29043156,-0.6968193,1
-0.642702,0.5714213,-0.6285128,0.10096942,-0.72538894,1
-0.76943403,-0.64097905,-0.51393217,-0.16262878,-0.66483516,0
-0.8717241,-0.15159062,-0.29698592,-0.14162448,-0.7017768,1
-0.86451316,-0.23565848,-0.1927033,-0.31872502,-0.55982333,1
-0.6371298,0.44931406,-0.6544926,0.06912775,-0.7152941,1
-0.82013917,-0.24470693,-0.39816725,-0.09332878,-0.71727794,1
-0.844909,-0.51841366,-0.2951864,-0.28941488,-0.66227955,0
-0.78188217,-0.358657,-0.4224355,-0.14745083,-0.7353162,1
-0.80954456,-0.13342074,-0.3890289,-0.13709548,-0.61873436,0
-0.5442193,-0.25656414,-0.8166858,-0.07071935,-0.7150198,0
-0.7563145,-0.2753304,-0.42612877,-0.1660395,-0.682065,1
-0.8827106,0.2424469,-0.26346326,-0.0814385,-0.64470947,1
-0.7897285,-0.29364878,-0.41986874,-0.10692393,-0.7263026,1
-0.75113124,-0.455191,-0.49254626,-0.12860349,-0.7175414,1
-0.3628001,0.30053464,-0.82170796,-0.14141977,-0.6236942,0
-0.82611275,-0.08799445,-0.3492724,-0.13622183,-0.6576526,1
-0.6184808,-0.254525,-0.72516257,-0.007138036,-0.7033263,0
-0.74928474,0.23890808,-0.49971992,0.012069672,-0.72399163,1
-0.72273564,-0.5554559,-0.61307603,-0.063068435,-0.6803751,0
-0.7394102,-0.26776975,-0.5006934,-0.08559172,-0.70527875,0
-0.76574016,-0.32961968,-0.61005056,0.0013934597,-0.6378099,0
-0.71145254,-0.48773804,-0.68871164,0.025834933,-0.65864176,0
-0.8388405,-0.079044074,-0.3517045,-0.13154534,-0.67459947,1
-0.55037946,0.18925524,-0.7120813,-0.15882188,-0.68841517,0
-0.7375767,-0.5894358,-0.55155134,-0.10670854,-0.68902254,1
-0.253016,-0.16355056,-0.8055413,-0.3248663,-0.7819259,0
-0.8823752,-0.2513957,-0.19490346,-0.25897145,-0.7574513,1
0.04107994,0.21087888,-0.8620844,-0.3788976,-0.65872306,0
-0.5720232,-0.23569965,-0.8012692,-0.01864706,-0.6766708,0
-0.7635566,-0.43205377,-0.5546791,-0.048278525,-0.6821767,0
-0.6804031,-0.27379188,-0.67714864,0.02161096,-0.6802218,0
-0.29526064,-0.16884302,-0.9808386,-0.13733831,-0.6880299,0
0.7231661,0.35497016,0.22555846,-0.47294462,-0.78340113,0
-0.69628805,-0.04785508,-0.59409136,-0.029862694,-0.69625753,0
-0.73371655,-0.31890947,-0.5895625,-0.041824475,-0.65963095,0
-0.8858831,-0.29802108,-0.1805886,-0.27764785,-0.7375859,1
-0.8910054,0.16143566,-0.27375245,-0.032412753,-0.7320895,1
-0.7621007,-0.41942868,-0.47902402,-0.12888381,-0.71497554,1
-0.85824263,-0.20707464,-0.26993728,-0.1681707,-0.7410368,1
-0.47096896,0.6225184,-0.7721807,0.028505713,-0.7301688,1
-0.8389852,-0.3976618,-0.28149456,-0.24942625,-0.72446775,1
-0.36191708,0.12240586,-0.94708025,-0.041252926,-0.6689291,0
-0.9161624,-0.05023296,-0.11069462,-0.27210492,-0.6202086,1
-0.59708345,-0.362468,-0.78660524,0.03121598,-0.68626636,0
-0.93381226,0.056841597,-0.15406212,-0.15122807,-0.6963993,1
-0.84143466,0.26200363,-0.32303402,-0.052116275,-0.6925261,1
-0.6722201,-0.17743829,-0.66641116,-0.020296164,-0.71970224,0
