0,1,2,3,4,label
-0.75055957,0.7329798,-0.935542,-0.45922506,-0.018481374,1
-0.687582,0.36679414,-0.97137505,-0.65133715,-0.038384557,0
-0.7934551,0.3051589,-0.9674792,-0.37174425,-0.37077758,0
-0.85931146,0.51952785,-0.9520604,-0.22642674,-0.24588233,1
-0.6179747,0.5163901,-0.9601532,-0.73808074,-0.015348181,0
-0.7289017,0.66973096,-0.9409666,-0.42849305,-0.10387558,1
-0.9321716,0.51849496,-0.94822997,-0.033163697,-0.41171503,1
-0.86381423,0.4588924,-0.95760375,-0.15904926,-0.37362587,1
-0.7712427,0.32797825,-0.9706929,-0.45349723,-0.24763507,0
-0.96124494,0.58288175,-0.93764645,0.055950582,-0.422706,1
-0.64899766,0.8727909,-0.92521083,-0.56178147,0.06758055,1
-0.76983964,0.32747245,-0.9709993,-0.43157178,-0.27542436,0
-0.88448364,0.54753673,-0.9475867,-0.21001047,-0.24709743,1
-0.6408315,0.8176229,-0.9306724,-0.58775675,0.024527565,1
-0.78634936,0.4552863,-0.9606635,-0.33533612,-0.26142025,1
-0.8142797,0.5522919,-0.9468046,-0.3101399,-0.22355883,0
0.15643561,0.2777138,-0.9796039,0.33733702,0.6932931,0
-0.7055977,0.43615997,-0.9635579,-0.5354256,-0.1595719,1
-0.6800525,0.7426499,-0.9353602,-0.6448836,0.13473415,0
-0.75896263,0.49001193,-0.9549937,-0.34517333,-0.2625725,1
-0.90001374,0.7227968,-0.9283941,-0.1836187,-0.15069515,1
-0.7934966,0.4842315,-0.9575542,-0.33369493,-0.21230523,1
-0.854758,0.53506666,-0.94068,-0.20681702,-0.2671152,1
-0.7514119,0.41252476,-0.9659483,-0.4077078,-0.2392693,1
-0.8690283,0.76091194,-0.9277886,-0.2642915,-0.060073346,1
-0.35723767,0.75589556,-0.93669426,-0.7501114,-0.22808725,0
-0.835436,0.57437277,-0.94407856,-0.2699005,-0.22695513,1
-0.6156386,0.502907,-0.9611034,-0.65141875,-0.07332918,0
-0.7549442,0.72152793,-0.93609196,-0.42078775,-0.059081778,1
-0.7203143,0.3673092,-0.97009766,-0.5376209,-0.15549758,0
-0.69579697,0.8976231,-0.9212794,-0.4650125,0.029930681,1
-0.7361301,0.5811056,-0.9482475,-0.4912515,-0.083249584,0
-0.564161,0.34534553,-0.9762335,-0.7674794,-0.13924228,0
-0.75010115,0.36941132,-0.96924645,-0.45159182,-0.24241935,1
-0.70969427,0.39775145,-0.9677725,-0.62057406,-0.039995283,0
-0.849303,0.5785432,-0.9446984,-0.27015853,-0.2240927,1
-0.87774193,0.50992906,-0.9519887,-0.21331443,-0.25432143,1
-0.73611957,0.3523844,-0.970634,-0.46899465,-0.20983368,1
-0.23528859,0.55666745,-0.96736586,-0.7387326,-0.50641125,0
-0.25703,0.67045516,-0.9540541,-0.77635336,-0.46960256,0
-0.89522254,0.5034917,-0.95232546,-0.09601733,-0.40487683,1
0.05769497,0.7237128,-0.94414026,-0.78202677,-0.5302135,0
-0.5649543,0.5116777,-0.96015286,-0.7371309,-0.09132863,0
-0.7667932,0.42158216,-0.9637799,-0.47883984,-0.13029225,0
-0.67790425,0.4935246,-0.9602575,-0.6107432,-0.041559756,0
0.75218856,0.8011167,-0.9370582,0.27662724,-0.67053944,0
-0.6993664,0.59517837,-0.94907314,-0.5259714,-0.10342411,0
-0.22679585,0.64604676,-0.95138776,-0.57373285,-0.46539888,0
-0.67823875,0.5314156,-0.9568211,-0.5854386,-0.05090709,0
-0.8973484,0.48217365,-0.9538047,-0.07992381,-0.42295015,1
-0.904989,0.68777126,-0.9346245,-0.187915,-0.11279693,1
-0.7645259,0.42842385,-0.9632627,-0.39532125,-0.23836514,1
-0.86824024,0.52326894,-0.9514622,-0.1738829,-0.2903909,1
0.054480076,0.45884055,-0.9751306,-0.39391,-0.5395541,0
-0.8564176,0.5471344,-0.94937295,-0.26658192,-0.20111337,1
-0.46997315,0.8985733,-0.92660755,-0.7037231,-0.035778493,1
-0.6276809,0.6498326,-0.94806457,-0.54042757,-0.083560035,1
-0.8463864,0.43694153,-0.9590375,-0.18546769,-0.38703674,1
-0.03470862,0.3538179,-0.9835805,-0.08245927,-0.15991557,0
-0.34909153,0.67802286,-0.9498027,-0.89017195,-0.120017745,0
-0.92436755,0.58478045,-0.9308926,-0.028032094,-0.38657963,1
-0.80113715,0.6342844,-0.9444044,-0.24586712,-0.21353653,1
-0.9495956,0.63836867,-0.9354358,-0.06417346,-0.2551284,1
-0.8419932,0.5039905,-0.95244515,-0.27352822,-0.25029328,1
-0.85687816,0.7327232,-0.9308092,-0.24483246,-0.119661696,1
-0.6717898,0.5379636,-0.9571758,-0.6040567,-0.10020704,0
-0.44573492,0.5265938,-0.9624491,-0.8179451,-0.22140744,0
-0.32646546,0.5121702,-0.96429884,-0.7810699,-0.37102515,0
-0.85455096,0.68503344,-0.9326139,-0.21855439,-0.17114231,1
-0.51139116,0.42092672,-0.9718514,-0.76912415,-0.19835491,0
-0.31740814,0.6319091,-0.9592627,-0.8430511,-0.25519773,0
-0.8504314,0.66536033,-0.9369182,-0.28703526,-0.096475475,1
-0.6847072,0.89259756,-0.9228191,-0.4252662,0.027104765,1
-0.70180714,0.30727404,-0.97670144,-0.5325459,-0.2223587,0
-0.66146344,0.5827519,-0.9480702,-0.4402795,-0.20646115,0
-0.7809019,0.54801035,-0.9513404,-0.43348953,-0.09725637,1
-0.9176022,0.64602876,-0.93827075,-0.089785546,-0.26727113,1
-0.51374775,0.72683203,-0.94264483,-0.7582493,-0.0073972344,0
-0.90571475,0.5637411,-0.94628334,-0.09793192,-0.34019083,1
-0.23733974,0.3726309,-0.97876555,-0.6392634,-0.42965364,0
0.17425072,0.5840746,-0.9363904,-0.5320472,-0.44983724,0
-0.8761008,0.5010456,-0.9517823,-0.099638104,-0.4114902,1
-0.7915504,0.46062362,-0.9536595,-0.1937671,-0.45030162,1
-0.8413008,0.6598109,-0.94130725,-0.25266606,-0.118150614,1
0.2647376,0.5925857,-0.95188254,-0.065356046,-0.2560383,0
-0.43626282,0.50459534,-0.9614263,-0.67509055,-0.29625738,0
-0.75163597,0.5327955,-0.9537387,-0.45542008,-0.09968653,0
-0.19677886,0.49950173,-0.9644539,-0.78000635,-0.5099808,0
-0.17406297,0.41724008,-0.973778,-0.6493748,-0.60792744,0
0.68218124,0.63132197,-0.94825256,0.08998838,0.20356122,0
-0.7048608,0.53544396,-0.95358026,-0.57729423,-0.049019203,0
-0.81813467,0.5748084,-0.94738704,-0.3820444,-0.09132336,0
-0.9065206,0.7152297,-0.9324246,-0.16326012,-0.14631245,1
-0.6455872,0.6173551,-0.9512558,-0.5031379,-0.079234466,1
-0.85936964,0.543163,-0.94934314,-0.21533906,-0.24299875,1
-0.8309932,0.40539914,-0.9620458,-0.3530403,-0.21947023,0
-0.8048592,0.6422325,-0.94340354,-0.3072977,-0.14218324,1
-0.002065003,0.22132918,-0.98832643,-0.002343297,0.5348068,0
-0.71026725,0.4083907,-0.9666476,-0.5444109,-0.13757345,1
-0.6092699,0.45670033,-0.96634436,-0.6852252,-0.14434218,0
-0.8165081,0.4516441,-0.95892704,-0.32818586,-0.23498698,1
0.81677496,0.70913315,-0.9389933,0.12924999,-0.23062773,0
-0.91290164,0.46498007,-0.95365596,-0.017018884,-0.49883628,1
0.6511444,0.7569033,-0.950257,-0.35396472,-0.9138175,0
-0.7427155,0.53382593,-0.95446736,-0.47561413,-0.09619802,1
-0.7424241,0.6113199,-0.9427546,-0.42540652,-0.16140686,0
-0.72736603,0.36721277,-0.97060513,-0.5226455,-0.14667726,0
-0.4337633,0.9260757,-0.9238877,-0.7161664,-0.061854064,1
-0.11852425,0.7128706,-0.95050097,-0.47199327,-0.6765204,0
-0.68017626,0.7288149,-0.93894714,-0.3723461,-0.13876565,1
-0.9433136,0.5443861,-0.9418562,-0.015122563,-0.3978213,1
-0.7679151,0.37453675,-0.9673889,-0.46744382,-0.19437653,0
-0.8694716,0.48644328,-0.9546451,-0.14668587,-0.37423366,1
-0.7305693,0.37019593,-0.9681484,-0.58435047,-0.08826502,0
-0.77137583,0.3584699,-0.96768486,-0.3674674,-0.32113528,1
-0.86797094,0.5115171,-0.9518466,-0.17147431,-0.3324687,1
-0.70303357,0.33491367,-0.97370535,-0.5896044,-0.1385723,0
0.30481505,0.46101418,-0.9636657,-0.2200705,-0.5782224,0
-0.5841677,0.41455913,-0.97049326,-0.7798447,-0.05151093,0
-0.8989469,0.63583946,-0.940463,-0.093832046,-0.27655467,1
-0.8038615,0.42743272,-0.96198726,-0.30242366,-0.29606834,1
