0,1,2,label
-0.74105614,0.2591284,-0.5305067,1
-0.69139147,-0.55629796,-0.7221242,0
-0.2869518,0.72640866,-0.7909626,1
-0.40904355,0.048390463,-0.80845,1
-0.792275,-0.68166745,-0.45081744,0
-0.84940535,-0.21459238,-0.32014513,1
-0.6213234,-0.22355005,-0.790218,0
-0.72313017,0.11583251,-0.50795615,1
-0.92382175,-0.09446859,-0.15302184,1
-0.81232226,-0.0045816004,-0.5161577,0
-0.9184022,-0.21454766,-0.13285169,1
-0.85504407,-0.35115272,-0.25861588,1
-0.3731112,-0.078072056,-0.7695594,0
-0.10319328,-0.45333186,-0.34741387,0
-0.77093166,-0.640728,-0.53587943,0
-0.94669306,-0.059379406,-0.044763684,1
-0.64270145,0.57142246,-0.6285079,1
-0.769435,-0.6409778,-0.513924,0
-0.8717244,-0.15158918,-0.2969712,1
-0.8645136,-0.23565663,-0.19266194,1
-0.63712937,0.44931513,-0.6544875,1
-0.82013965,-0.24470562,-0.39815626,1
-0.8449098,-0.51841235,-0.29516652,0
-0.7818828,-0.3586558,-0.4224253,1
-0.8095449,-0.13341922,-0.38900405,0
-0.54421985,-0.25656286,-0.81667864,0
-0.75631505,-0.27532887,-0.4261054,1
-0.88271034,0.24244839,-0.26344502,1
-0.78972906,-0.2936475,-0.4198555,1
-0.751132,-0.45518985,-0.4925397,1
-0.3627998,0.30053544,-0.8217037,0
-0.82611305,-0.08799297,-0.34925234,1
-0.61848134,-0.25452378,-0.725158,0
-0.74928457,0.23890921,-0.49971104,1
-0.72273654,-0.5554547,-0.61306655,0
-0.73941076,-0.2677682,-0.5006748,0
-0.7657408,-0.32961845,-0.61004037,0
-0.7114534,-0.48773664,-0.6886999,0
-0.8388407,-0.07904279,-0.35169032,1
-0.5503794,0.18925616,-0.71207523,0
-0.7375776,-0.5894346,-0.55153984,1
-0.25301623,-0.16354951,-0.80553085,0
-0.8823756,-0.25139445,-0.19489321,1
0.041080177,0.2108792,-0.86207306,0
-0.5720237,-0.23569849,-0.80126184,0
-0.7635574,-0.43205237,-0.55466485,0
-0.68040365,-0.27379042,-0.6771354,0
-0.29526103,-0.16884178,-0.9808225,0
0.72316694,0.35496914,0.22559065,0
-0.6962883,-0.047853753,-0.5940797,0
-0.73371714,-0.31890824,-0.58955234,0
-0.8858836,-0.29801986,-0.18057412,1
-0.8910054,0.16143712,-0.27373773,1
-0.76210135,-0.41942725,-0.4790104,1
-0.858243,-0.20707333,-0.26992464,1
-0.47096825,0.6225196,-0.7721752,1
-0.83898586,-0.3976605,-0.28147805,1
-0.36191705,0.12240705,-0.9470718,0
-0.9161626,-0.050231174,-0.110657275,1
-0.5970842,-0.36246663,-0.7865978,0
-0.9338124,0.05684319,-0.15403497,1
-0.84143454,0.26200515,-0.32301968,1
-0.67222047,-0.17743713,-0.6664063,0
-0.84564555,0.16374436,-0.29437143,1
-0.52341497,-0.44378087,-0.8344951,0
-0.70211875,-0.59927255,-0.70302856,0
-0.67760694,0.61191463,-0.5012415,1
-0.66062295,-0.07965445,-0.52093154,0
-0.77455634,-0.15280274,-0.509297,1
-0.9018944,0.07062435,-0.18682787,1
-0.5167376,0.2353214,-0.81311524,0
-0.8916031,-0.115944736,-0.19508043,1
-0.8290395,-0.13610412,-0.35132474,1
-0.15008533,0.0051876903,-0.73853743,0
-0.74580824,-0.6267941,-0.62591374,0
-0.23152003,-0.42260084,-0.3824283,0
0.15602726,-0.08763306,-0.58954984,0
-0.8665267,-0.25469318,-0.1952323,1
-0.79150534,-0.33656567,-0.27445433,1
-0.8342183,0.09944692,-0.33882987,1
0.2546777,-0.09074446,-0.120960385,0
-0.21116361,-0.27946833,-0.8298892,0
-0.18399319,-0.46387047,-0.70819736,0
-0.9781859,0.14525318,-0.049272686,1
0.67754424,-0.01825282,0.06079209,0
-0.70191866,-0.17597933,-0.6458562,0
