0,1,2,3,label
-0.73517334,0.770464,-0.92049366,-0.51613224,1
-0.28044304,0.9473758,-0.898037,-0.79145825,1
-0.40051186,0.70143974,-0.93579036,-0.8108244,1
-0.7862959,0.42324322,-0.9640819,-0.46657136,0
-0.8458291,0.59660995,-0.9429925,-0.31345624,1
-0.7160393,0.7182645,-0.9280244,-0.49520645,1
-0.9212648,0.6350027,-0.93219537,-0.14908141,1
-0.8081161,0.67265874,-0.93192726,-0.50554335,0
-0.9163985,0.59240365,-0.9398327,-0.13553858,1
-0.85010934,0.54677784,-0.951108,-0.25981563,1
-0.35574517,0.65652835,-0.9455039,-0.7871556,0
-0.08567834,0.5181605,-0.96780574,-0.35263515,0
-0.763298,0.44448575,-0.9669187,-0.5425343,0
-0.6337591,0.8839045,-0.90586644,-0.6076369,1
-0.76228625,0.44367456,-0.9674634,-0.52378017,0
-0.8700756,0.6179019,-0.9385393,-0.29538503,1
-0.8579787,0.5683049,-0.921849,-0.1978192,1
-0.62573165,0.8398098,-0.9128272,-0.6354713,1
-0.8151916,0.58602405,-0.9454117,-0.39459717,1
-0.83996344,0.48145023,-0.9552788,-0.30941162,0
-0.5276144,0.5874592,-0.95435375,-0.8254353,0
0.16050917,0.40214318,-0.97894734,0.29213756,0
-0.69555527,0.53174394,-0.9564645,-0.61193556,1
-0.6653489,0.77820784,-0.91888326,-0.68191755,0
-0.74461985,0.57207686,-0.94659656,-0.42722872,1
-0.8414173,0.6038849,-0.92846733,-0.29266998,1
-0.74158627,0.5123065,-0.9597937,-0.49454564,1
-0.85218537,0.78900605,-0.9119022,-0.32593215,1
-0.35077378,0.78670585,-0.91998863,-0.8109603,0
-0.8214975,0.638207,-0.93275416,-0.34714895,1
-0.7271228,0.5763602,-0.94660515,-0.4996249,0
-0.6792713,0.9023249,-0.901715,-0.5120007,1
-0.72218716,0.64601266,-0.9371161,-0.5535334,0
-0.5580112,0.45945197,-0.9709182,-0.8427793,0
-0.741086,0.4773695,-0.9643063,-0.54022074,1
-0.75816244,0.5561131,-0.95120144,-0.6091283,0
-0.86561894,0.58712345,-0.9432407,-0.30110705,1
-0.5397897,0.7489319,-0.92758614,-0.71661973,0
-0.72889405,0.46276844,-0.9660189,-0.55687886,1
-0.25080603,0.72158265,-0.9399151,-0.8517573,0
-0.7561281,0.52010185,-0.95715266,-0.55432445,0
-0.66912854,0.578045,-0.95086503,-0.67403316,0
-0.27346158,0.6254794,-0.95301247,-0.99186766,0
0.7499591,0.8144636,-0.92313045,0.19261575,0
-0.68653536,0.6594323,-0.9371002,-0.5907698,0
-0.72349983,0.5606606,-0.95127666,-0.5871294,0
-0.2227593,0.6982832,-0.93916076,-0.65894616,0
-0.6661401,0.6089313,-0.94687927,-0.6496514,0
-0.88877946,0.7309983,-0.92136157,-0.25811884,1
-0.75374424,0.5235553,-0.95657593,-0.48373595,1
-0.85349226,0.59927756,-0.94227034,-0.26516756,1
0.055413544,0.5438887,-0.9684754,-0.49145806,0
-0.8427334,0.6192779,-0.93983734,-0.34837425,1
-0.46031672,0.90625787,-0.9060996,-0.75168663,1
-0.6179836,0.7051715,-0.9345425,-0.6067963,1
-0.83306456,0.52791077,-0.9524146,-0.28931472,1
-0.036988914,0.4595878,-0.98027015,-0.1709244,0
-0.9090518,0.6419177,-0.919489,-0.112712115,1
-0.78565174,0.69081616,-0.932076,-0.32344463,1
-0.5816628,0.5459859,-0.9587765,-0.7810055,0
-0.82922566,0.58290666,-0.9440623,-0.36012667,1
-0.83826137,0.7663471,-0.91642916,-0.31092447,1
-0.66005856,0.61403614,-0.94702137,-0.6686436,0
-0.44172263,0.604882,-0.9524255,-0.8831764,0
-0.32612857,0.5930636,-0.9550203,-0.86556387,0
-0.83912396,0.7264241,-0.919243,-0.28289902,1
-0.5029921,0.5189342,-0.96498257,-0.83965015,0
-0.30712152,0.68912745,-0.9460586,-0.8992265,0
-0.69158477,0.4620424,-0.9675863,-0.7036644,0
-0.835038,0.7122758,-0.92390996,-0.35369337,1
-0.6947565,0.42823848,-0.9732141,-0.6228577,0
-0.8989043,0.6979029,-0.92649335,-0.17577395,1
-0.5012138,0.7631363,-0.92795837,-0.80245125,0
-0.8242237,0.62612283,-0.94018686,-0.3439507,1
-0.23602083,0.47928137,-0.9727743,-0.7388449,0
-0.13631085,0.6893651,-0.94513345,-0.7744503,0
-0.7389265,0.44914567,-0.9648986,-0.63048774,0
-0.21423563,0.5296768,-0.9600275,-0.3898928,0
0.17223,0.6407942,-0.9245599,-0.6594175,0
-0.8608079,0.57818097,-0.9423933,-0.2028125,1
-0.7783588,0.5469847,-0.9465654,-0.2840461,1
-0.8270382,0.7113644,-0.92829233,-0.3228474,1
-0.43244934,0.58698285,-0.952653,-0.7611369,0
-0.7396094,0.6087999,-0.9440148,-0.52294105,0
-0.19744733,0.5840297,-0.9550642,-0.87490207,0
-0.17405239,0.51633704,-0.9671042,-0.75654614,0
-0.98101985,0.7204596,-0.91799307,-0.040124744,1
0.6900749,0.6871618,-0.9355394,0.06208545,0
-0.6921333,0.61066604,-0.94296056,-0.64331275,0
-0.80743015,0.6397885,-0.93734354,-0.44356516,0
-0.8882942,0.7522542,-0.9186893,-0.23672996,1
-0.63689417,0.6778466,-0.9383425,-0.56871045,1
-0.8450969,0.61512065,-0.9401953,-0.30068243,1
-0.6695596,0.931389,-0.89679486,-0.5204499,1
-0.8268711,0.56643856,-0.94583136,-0.34648496,1
-0.0018925667,0.35530567,-0.989255,-0.07124823,0
0.27671814,0.49894932,-0.915336,-0.1528447,0
-0.603009,0.54504764,-0.95731777,-0.7993981,0
-0.701771,0.50948113,-0.9603178,-0.61879754,1
-0.81881994,0.6551375,-0.93540317,-0.35816067,1
-0.84078974,0.73346466,-0.92249984,-0.39804152,0
-0.5997828,0.5492197,-0.9583227,-0.75514215,0
-0.88956773,0.73082995,-0.92266715,-0.29731348,1
-0.86301774,0.73939306,-0.92077345,-0.17836916,1
-0.07203889,0.46278948,-0.9779459,-0.5414565,0
-0.7154901,0.47704566,-0.9643439,-0.6236915,0
-0.89661545,0.5498346,-0.94751763,-0.12908757,1
0.6427249,0.779273,-0.93604195,-0.45278725,0
-0.73123354,0.60888135,-0.94498605,-0.54818344,1
-0.72833824,0.6694669,-0.9307448,-0.48838034,0
-0.7185985,0.47597003,-0.9655356,-0.6015197,0
