0,1,2,3,label
-0.750559,0.7329804,-0.93554175,-0.4592299,1
-0.6875824,0.3667965,-0.97137535,-0.6513251,0
-0.7934558,0.30516052,-0.9674794,-0.37174544,0
-0.8593115,0.51952904,-0.9520605,-0.22642608,1
-0.61797446,0.51639116,-0.96015334,-0.73807824,0
-0.7289011,0.6697317,-0.9409666,-0.4284914,1
-0.9321717,0.51849616,-0.9482302,-0.033162028,1
-0.8638145,0.4588937,-0.95760375,-0.15905018,1
-0.7712432,0.3279798,-0.97069305,-0.4534951,0
-0.9612448,0.5828825,-0.9376467,0.0559524,1
-0.6489963,0.87279105,-0.9252108,-0.5617796,1
-0.76984024,0.327474,-0.9709995,-0.43157038,0
-0.88448346,0.54753774,-0.9475869,-0.21000911,1
-0.6408302,0.81762326,-0.93067235,-0.5877546,1
-0.78634953,0.45528752,-0.9606637,-0.33533454,1
-0.8142795,0.5522928,-0.94680476,-0.31013784,0
0.15643531,0.2777145,-0.9796041,0.33733636,0
-0.7055978,0.43616122,-0.963558,-0.53542435,1
-0.68005157,0.7426504,-0.93536025,-0.64488184,0
-0.75896263,0.49001303,-0.95499396,-0.34517086,1
-0.90001297,0.7227974,-0.928394,-0.18361959,1
-0.7934967,0.48423272,-0.9575546,-0.3336898,1
-0.8547579,0.5350677,-0.94068015,-0.20681572,1
-0.75141215,0.4125261,-0.96594846,-0.40770578,1
-0.8690275,0.7609124,-0.9277887,-0.26429164,1
-0.35723644,0.75589585,-0.93669444,-0.75010514,0
-0.8354357,0.5743737,-0.94407874,-0.26989794,1
-0.61563843,0.50290805,-0.9611033,-0.6514189,0
-0.7549434,0.72152853,-0.93609214,-0.4207829,1
-0.7203147,0.3673107,-0.970098,-0.53761494,0
-0.69579554,0.8976234,-0.92127925,-0.46501186,1
-0.73612976,0.5811065,-0.94824755,-0.49125034,0
-0.56416124,0.3453469,-0.9762337,-0.7674768,0
-0.75010157,0.36941278,-0.9692466,-0.45159072,1
-0.7096945,0.39775297,-0.967773,-0.6205652,0
-0.84930277,0.57854414,-0.9446984,-0.2701583,1
-0.87774193,0.50993025,-0.951989,-0.21331066,1
-0.73612005,0.35238594,-0.9706344,-0.46898997,1
-0.23528823,0.55666816,-0.9673662,-0.73872745,0
-0.25702906,0.6704557,-0.9540543,-0.7763493,0
-0.89522266,0.50349283,-0.9523254,-0.09601879,1
0.057696223,0.72371286,-0.944141,-0.7820144,0
-0.56495404,0.51167876,-0.9601531,-0.737126,0
-0.7667935,0.42158353,-0.9637804,-0.47883248,0
-0.6779042,0.49352577,-0.9602577,-0.6107388,0
0.75219,0.8011159,-0.9370577,0.2766186,0
-0.699366,0.59517926,-0.94907326,-0.52596843,0
-0.22679496,0.64604723,-0.9513877,-0.57373226,0
-0.6782386,0.5314166,-0.9568212,-0.58543605,0
-0.89734864,0.48217478,-0.95380473,-0.07992479,1
-0.9049883,0.68777204,-0.9346248,-0.1879106,1
-0.7645261,0.42842513,-0.9632629,-0.39531788,1
-0.86824024,0.52327013,-0.9514624,-0.17387974,1
0.05448079,0.45884126,-0.97513074,-0.3939076,0
-0.8564175,0.5471355,-0.94937307,-0.26658064,1
-0.4699716,0.89857334,-0.9266078,-0.7037152,1
-0.62768024,0.6498334,-0.9480648,-0.54042137,1
-0.8463866,0.4369428,-0.9590376,-0.18546723,1
-0.034708798,0.35381892,-0.9835808,-0.08245659,0
-0.3490907,0.67802346,-0.9498029,-0.89016634,0
-0.9243673,0.5847812,-0.93089294,-0.02802819,1
-0.80113673,0.6342852,-0.94440454,-0.24586414,1
-0.94959533,0.63836944,-0.93543625,-0.064168125,1
-0.8419933,0.50399166,-0.95244527,-0.27352673,1
-0.8568773,0.7327237,-0.93080914,-0.24483322,1
-0.67178947,0.53796464,-0.9571757,-0.6040584,0
-0.44573456,0.52659464,-0.9624493,-0.81793976,0
-0.32646513,0.51217115,-0.96429926,-0.78106135,0
-0.85455024,0.6850339,-0.9326142,-0.21855134,1
-0.5113911,0.42092803,-0.9718515,-0.769122,0
-0.31740734,0.63190967,-0.95926297,-0.8430471,0
-0.85043085,0.66536105,-0.93691826,-0.28703403,1
-0.68470573,0.8925977,-0.9228192,-0.42526287,1
-0.7018077,0.30727574,-0.9767017,-0.53254247,0
-0.661463,0.58275276,-0.94807047,-0.44027495,0
-0.7809017,0.5480114,-0.9513405,-0.43348682,1
-0.9176017,0.64602965,-0.93827075,-0.08978474,1
-0.5137467,0.7268325,-0.9426448,-0.7582492,0
-0.9057145,0.56374216,-0.94628334,-0.0979324,1
-0.23733982,0.3726321,-0.9787658,-0.63925844,0
0.17425162,0.584075,-0.9363908,-0.5320389,0
-0.8761008,0.50104666,-0.95178246,-0.09963688,1
-0.7915506,0.46062467,-0.95365965,-0.19376604,1
-0.84130037,0.6598117,-0.9413076,-0.25266063,1
0.26473838,0.5925858,-0.9518826,-0.065356374,0
-0.4362626,0.50459635,-0.9614266,-0.6750847,0
-0.7516358,0.5327965,-0.9537389,-0.4554164,0
-0.1967786,0.49950254,-0.9644541,-0.78000236,0
-0.17406294,0.4172411,-0.97377837,-0.64936876,0
0.68218243,0.6313215,-0.9482512,0.08996433,0
-0.70486057,0.535445,-0.95358026,-0.5772939,0
-0.81813437,0.57480943,-0.94738734,-0.38204104,0
-0.90651995,0.7152302,-0.9324248,-0.16325817,1
-0.64558667,0.617356,-0.9512563,-0.5031298,1
-0.85936946,0.5431641,-0.94934326,-0.21533677,1
-0.83099353,0.40540063,-0.96204597,-0.35303748,0
-0.80485874,0.6422334,-0.94340384,-0.30729178,1
-0.0020656586,0.22133043,-0.9883272,-0.0023347735,0
-0.7102675,0.40839204,-0.9666479,-0.54440683,1
-0.6092698,0.45670152,-0.9663444,-0.6852242,0
-0.8165083,0.45164534,-0.9589273,-0.3281832,1
0.81677616,0.7091328,-0.93899363,0.129255,0
-0.912902,0.4649812,-0.9536561,-0.017019004,1
0.6511458,0.756903,-0.95025665,-0.35396782,0
-0.7427153,0.533827,-0.95446754,-0.4756112,1
-0.74242365,0.61132073,-0.9427547,-0.4254054,0
-0.7273664,0.36721426,-0.9706056,-0.5226383,0
-0.4337616,0.9260756,-0.92388797,-0.7161591,1
-0.11852312,0.7128707,-0.950501,-0.47199297,0
