0,1,2,3,4,5,6,7,label
-0.7505604,0.73297924,-0.9355419,-0.4592287,-0.018478021,-0.3628583,0.051208813,0.13362323,1
-0.68758196,0.36679393,-0.97137505,-0.6513331,-0.03838262,-0.30438852,0.119329736,0.18865907,0
-0.7934551,0.30515775,-0.96747905,-0.37174907,-0.37077355,-0.14040984,0.017448945,0.04665492,0
-0.8593114,0.51952714,-0.95206064,-0.22642255,-0.2459005,-0.35489196,-0.048159767,0.13204052,1
-0.6179746,0.5163892,-0.9601534,-0.7380791,-0.01532802,-0.36052987,0.095682144,0.09339821,0
-0.7289016,0.6697304,-0.9409668,-0.42849067,-0.10389698,-0.2769259,0.04212942,0.1013472,1
-0.93217146,0.5184942,-0.9482301,-0.033159256,-0.41168365,-0.31604517,-0.08341511,0.09823301,1
-0.86381423,0.4588915,-0.9576039,-0.15904498,-0.37363318,-0.33985707,-0.14578372,0.0802319,1
-0.7712426,0.32797712,-0.970693,-0.45349437,-0.24766354,-0.21349457,0.027462643,0.12385197,0
-0.96124494,0.58288085,-0.9376466,0.055955917,-0.4226643,-0.28776535,-0.079399616,0.032034986,1
-0.6489975,0.8727906,-0.9252111,-0.5617779,0.067530066,-0.3709966,-0.015956005,0.056782182,1
-0.76983964,0.3274712,-0.9709995,-0.43156898,-0.27544016,-0.24352041,-0.0246391,0.11350644,0
-0.88448346,0.5475359,-0.94758683,-0.21000773,-0.24706653,-0.31186593,0.039067358,0.1436549,1
-0.6408313,0.81762254,-0.9306727,-0.5877528,0.02448225,-0.35483366,-0.019925267,0.0521957,1
-0.78634936,0.45528534,-0.9606636,-0.335333,-0.26140442,-0.35330483,-0.06433882,0.096746005,1
-0.81427956,0.5522911,-0.94680476,-0.3101365,-0.22354625,-0.18968174,0.10368108,0.017759964,0
0.15643579,0.27771246,-0.97960395,0.33733934,0.69328326,-0.46524665,-0.06375515,-0.2162228,0
-0.7055976,0.43615898,-0.9635581,-0.53542256,-0.15958986,-0.27664495,0.027757963,0.08071112,1
-0.68005234,0.7426494,-0.93536043,-0.6448827,0.1347217,-0.3425356,0.20662485,0.11890899,0
-0.7589625,0.49001095,-0.95499396,-0.34516963,-0.26254064,-0.30250022,0.03495343,0.045860622,1
-0.9000137,0.7227963,-0.9283943,-0.18361543,-0.15069775,-0.2557874,0.18791515,0.15178126,1
-0.7934965,0.48423058,-0.9575544,-0.33369145,-0.21228498,-0.3556476,-0.0026320824,0.13558412,1
-0.85475796,0.5350658,-0.94068015,-0.2068135,-0.26710227,-0.34675533,-0.027371533,0.11926992,1
-0.75141186,0.41252375,-0.96594846,-0.40770435,-0.2392846,-0.3193776,-0.06381571,0.09449081,1
-0.8690281,0.7609116,-0.92778873,-0.26428935,-0.06006463,-0.37699473,0.11410305,0.16912639,1
-0.35723737,0.755895,-0.93669456,-0.7501097,-0.22810136,-0.1824389,-0.08376596,0.037561428,0
-0.83543587,0.574372,-0.9440788,-0.26989615,-0.22694945,-0.2545628,0.08171946,0.094406456,1
-0.6156385,0.5029061,-0.96110356,-0.6514164,-0.073357195,-0.32044226,-0.051794644,0.033525504,0
-0.7549441,0.72152746,-0.9360922,-0.42078465,-0.059098795,-0.35485485,-0.033437192,0.093236,1
-0.7203142,0.36730802,-0.97009784,-0.5376181,-0.15549655,-0.29409447,0.05229555,0.13402252,0
-0.6957968,0.89762306,-0.9212796,-0.4650089,0.029876381,-0.3614774,-0.0064558377,0.049348902,1
-0.73613,0.5811048,-0.9482477,-0.49124914,-0.08323912,-0.31181273,0.15766022,0.12191438,0
-0.5641609,0.34534425,-0.97623366,-0.7674773,-0.13923362,-0.27438152,0.010161779,0.07344487,0
-0.7501011,0.36941028,-0.9692466,-0.45158914,-0.2424187,-0.29457015,-0.045250844,0.09614745,1
-0.7096942,0.39775044,-0.96777266,-0.6205717,-0.039985016,-0.29457143,0.17344236,0.19477114,0
-0.8493029,0.5785425,-0.94469863,-0.27015433,-0.2241106,-0.28006357,0.06223414,0.084524386,1
-0.8777419,0.5099283,-0.9519888,-0.21331048,-0.25431138,-0.3516543,-0.012631569,0.17314535,1
-0.7361195,0.3523833,-0.97063416,-0.4689924,-0.20981327,-0.29602462,0.022962064,0.14432201,1
-0.2352885,0.5566665,-0.96736604,-0.7387312,-0.50631773,-0.41942137,-0.15999293,-0.010107271,0
-0.25702992,0.6704545,-0.9540543,-0.77635115,-0.4695258,-0.3883482,-0.00011988776,0.046124186,0
-0.89522254,0.50349087,-0.9523255,-0.09601322,-0.4048617,-0.35530183,-0.16167487,0.067556955,1
0.057695568,0.7237121,-0.9441405,-0.7820269,-0.5301627,-0.09361373,-0.3277757,0.2131167,0
