0,1,label
-0.65864074,0.3369894,0
-0.2692976,0.93535477,1
-0.37807822,0.6232046,1
-0.83158225,0.48699924,1
-0.5878726,0.49055985,0
-0.7056096,0.6429801,1
-0.9139682,0.53832483,1
-0.797497,0.5840447,0
-0.8348423,0.4248996,1
-0.34232867,0.5649757,0
-0.077138305,0.39110446,0
-0.74381346,0.29548636,0
-0.9363961,0.5495255,1
-0.624767,0.85113513,1
-0.84859717,0.46721235,1
-0.80052185,0.47515577,1
-0.8230122,0.34671706,0
-0.7566323,0.4236292,1
-0.79104316,0.52384347,0
-0.5066246,0.4784975,0
0.17555422,0.25282687,0
-0.6760199,0.40741372,1
-0.65753174,0.7195351,0
-0.7289103,0.45960575,1
-0.87767607,0.6928203,1
-0.7655015,0.45295262,1
-0.8285023,0.50217396,1
-0.84589887,0.7323822,1
-0.33405143,0.7355268,0
-0.8105521,0.5445061,1
-0.58423257,0.47643217,0
-0.7313187,0.6954071,1
-0.69149566,0.33639014,0
-0.71168685,0.46342072,0
-0.67265475,0.87550426,1
-0.7084239,0.5514643,0
-0.5327806,0.31756377,0
-0.7209698,0.33752447,1
-0.7422366,0.43790153,0
-0.68115306,0.36785683,0
-0.8223006,0.5480719,1
-0.85182333,0.4765647,1
-0.52756655,0.68219864,0
-0.2114976,0.5293062,0
-0.23647973,0.6433362,0
-0.866869,0.46959913,1
0.06902987,0.70792425,0
-0.53758377,0.4872794,0
-0.7372632,0.39059073,0
-0.6515393,0.4664526,0
-0.25311148,0.5269093,0
0.7227428,0.77190506,0
-0.7071936,0.44369975,0
-0.21230143,0.619356,0
-0.6476725,0.5033402,0
-0.86857444,0.4481192,1
-0.8813263,0.6566615,1
-0.7347245,0.3972737,1
0.06478113,0.42386904,0
-0.8299829,0.5161686,1
-0.5998267,0.6255173,1
-0.8164798,0.40357533,1
-0.026604414,0.319308,0
-0.32157224,0.65766335,0
-0.77546823,0.6060133,1
-0.5602568,0.42654616,0
-0.9277793,0.60699546,1
-0.8154973,0.47223407,1
-0.8321208,0.70315075,1
-0.64435476,0.51029706,0
-0.4179262,0.50275093,0
-0.2987982,0.48741105,0
-0.83462965,0.6552957,1
-0.47969165,0.39315772,0
-0.28811687,0.60923684,0
-0.6694674,0.31842625,0
-0.8264963,0.63498276,1
-0.6633588,0.86963034,1
-0.6705477,0.275195,0
-0.637528,0.55462164,0
-0.7540746,0.51794684,1
-0.8915038,0.6147427,1
-0.48675364,0.70310754,0
-0.87793255,0.5304045,1
-0.8111219,0.52458036,1
-0.21379757,0.34022677,0
-0.119228184,0.60316855,0
-0.7180181,0.30287164,0
-0.20368809,0.4040385,0
0.18026775,0.55903214,0
-0.8482766,0.46782854,1
-0.76563144,0.42948744,1
0.26386726,0.5606813,0
-0.4118489,0.47885644,0
-0.7245667,0.5032972,0
-0.15252909,0.38513792,0
-0.9770882,0.6457961,1
0.6695299,0.59984624,0
-0.67470384,0.5081689,0
-0.796366,0.54330605,0
-0.88257635,0.6844977,1
-0.6190817,0.5901926,1
-0.83301854,0.51125413,1
-0.8046107,0.37319624,0
-0.66314346,0.9112185,1
-0.7793757,0.6131462,1
-0.8125775,0.4519325,1
0.28519672,0.39931124,0
-0.5823617,0.42381832,0
-0.68110055,0.37833548,1
-0.80592966,0.56164193,1
-0.8325837,0.6598821,0
-0.5784312,0.4285333,0
-0.88198674,0.6552663,1
-0.78890723,0.420219,1
-0.8598697,0.66955626,1
-0.058475256,0.31999457,0
-0.6939714,0.33672667,0
0.7988908,0.6934476,0
-0.8842474,0.43064043,1
-0.7184864,0.58340085,0
-0.4107081,0.90742725,1
-0.11120579,0.6858025,0
-0.65835476,0.7023254,1
-0.9189413,0.5107969,1
-0.7416988,0.34277803,0
-0.702952,0.3408946,0
-0.74112535,0.32590184,1
-0.8403386,0.47876173,1
-0.67360634,0.30413938,0
0.31150776,0.42363107,0
-0.64951694,0.6288402,1
-0.55297935,0.3876279,0
-0.7744127,0.394199,1
-0.8190119,0.43012533,1
0.33086884,0.31478608,0
0.5532119,0.39108187,0
0.41239333,0.45152694,0
0.83195114,0.5264538,0
-0.85615027,0.6112389,1
-0.8590001,0.46032986,1
-0.43118963,0.6311049,0
-0.029941976,0.5971489,0
-0.70482826,0.497728,0
-0.7819593,0.56547344,1
-0.7373703,0.5451057,0
-0.8859524,0.48116162,1
-0.82344985,0.4151258,1
-0.49957058,0.36508316,0
-0.35878074,0.5403186,0
-0.67922986,0.36674562,0
-0.5781831,0.5344272,0
-0.7629977,0.7737431,1
-0.24136966,0.52602816,0
-0.7078277,0.30058208,0
-0.97531253,0.57665634,1
-0.80726993,0.41249514,1
-0.4945019,0.60979235,0
-0.53944343,0.81927514,1
-0.65638274,0.34061038,1
0.012430191,0.35354936,0
-0.8488487,0.4628217,1
-0.7567624,0.6390426,1
0.09166777,0.7960346,1
-0.360462,0.5245654,0
-0.84506786,0.43730736,1
-0.70587564,0.61934084,0
-0.48359948,0.584867,0
-0.6614581,0.46602386,0
-0.77343726,0.69969636,1
-0.45405138,0.43594104,0
-0.80956435,0.42519492,0
-0.7436651,0.7545048,0
-0.7136563,0.25991938,0
-0.20090878,0.2842663,0
-0.7248113,0.42661417,0
0.14652926,0.52565944,0
-0.8644422,0.60141253,1
-0.7368431,0.48530084,0
-0.8108198,0.35623375,1
-0.8463093,0.57419294,1
-0.46606094,0.71706426,0
-0.8152974,0.4210678,1
-0.7197361,0.6874501,1
-0.5731172,0.5134518,0
-0.8624057,0.57250667,1
-0.93490964,0.65886146,1
-0.54990834,0.43046436,0
-0.7179973,0.3350732,0
-0.686604,0.28176492,0
-0.8207489,0.49101347,1
0.11863679,0.44391006,0
-0.7455002,0.2960071,0
-0.9170773,0.58772016,1
-0.87020695,0.5085389,1
-0.23096019,0.5101357,0
-0.67084634,0.30780292,0
0.25272965,0.3430119,0
-0.8970983,0.6499275,0
0.03685826,0.5812913,0
-0.6875666,0.83076036,1
-0.11208373,0.6203698,0
-0.16935566,0.42124248,0
-0.7080142,0.2582578,0
-0.6354157,0.58900994,0
-0.7357734,0.4824815,1
-0.8279346,0.7424515,1
-0.74319494,0.40323132,0
-0.78330904,0.36751178,1
-0.7189494,0.42318672,0
-0.7813846,0.6872692,1
0.026657939,0.5060862,0
-0.7215401,0.47434172,1
-0.8108288,0.4123907,1
-0.50351745,0.45292413,0
-0.18107128,0.7430708,0
-0.8552519,0.42040125,1
0.26646996,0.40661454,0
-0.25401682,0.6590168,0
-0.77521366,0.5789189,0
-0.8397004,0.5641749,1
-0.837652,0.7722242,1
-0.8991829,0.5578901,1
-0.64943326,0.3381686,1
-0.7680677,0.39002857,0
-0.19924486,0.31968293,0
-0.8378072,0.4569521,1
-0.6788226,0.36911744,0
-0.6666672,0.58670354,0
-0.66211075,0.57586944,1
-0.18600243,0.39236942,0
0.21496177,0.58692384,0
-0.16062391,0.54430753,0
-0.69637996,0.31185907,0
-0.84587693,0.5165206,1
-0.009645402,0.28318524,0
-0.6703573,0.5577352,0
-0.65017146,0.68926466,1
-0.8885392,0.6220375,1
-0.48083782,0.5274409,1
-0.6459882,0.53816086,0
-0.7005206,0.47792947,1
-0.88392204,0.47128457,1
-0.5652356,0.34856588,0
-0.8577231,0.44934908,1
-0.74382234,0.2796791,0
-0.60017955,0.7869436,1
-0.84334654,0.54003924,1
-0.44568267,0.6405909,1
-0.82755375,0.59436893,1
-0.8404132,0.47807196,1
-0.82083917,0.76944757,1
-0.6668533,0.65082675,1
0.44936347,0.3862095,0
0.20581234,0.30986047,0
-0.7643559,0.5618325,1
-0.8234974,0.70822024,1
-0.82689124,0.48663378,1
-0.48443073,0.6352595,0
-0.3165064,0.68340826,0
-0.36787945,0.41169897,0
-0.3288172,0.45356542,0
-0.7571672,0.6739322,1
-0.81347924,0.5119683,1
-0.7776725,0.50271434,1
-0.5781094,0.8143823,1
-0.8390562,0.49379912,1
-0.6512217,0.5404551,1
-0.8039986,0.5394094,0
-0.8037366,0.38826692,1
-0.82075197,0.41096458,1
-0.69065976,0.42585716,1
-0.70742816,0.47072038,0
-0.73259306,0.40577772,1
-0.6221242,0.33162662,1
-0.6781185,0.57179487,0
-0.8554833,0.41904646,1
-0.16472524,0.5110649,0
-0.8689331,0.4531626,1
-0.4078454,0.48671278,1
-0.5864002,0.40697542,0
-0.73923945,0.30531487,0
-0.78439265,0.47642562,1
-0.7032852,0.34861225,0
-0.87566996,0.4736605,1
-0.70708174,0.46931458,0
-0.6976093,0.5527408,0
-0.27032295,0.36668754,0
-0.5636673,0.696242,0
-0.5201087,0.6929543,1
-0.72131205,0.4284507,0
