0,1,2,3,4,5,6,7,label
-0.73517287,0.7704606,-0.9204954,-0.5161193,-0.0061279535,-0.53361756,-0.6046871,-0.18181765,1
-0.28044322,0.9473748,-0.89803934,-0.791443,0.15198223,-0.30630857,-0.7902161,-0.2221192,1
-0.40051162,0.70143527,-0.935792,-0.81081057,0.11316096,-0.3272883,-0.83307475,-0.22763212,1
-0.78629583,0.42323482,-0.96408236,-0.46656394,0.33856207,-0.37138224,-0.5963608,-0.26861006,0
-0.8458291,0.59660417,-0.94299346,-0.3134461,0.23121345,-0.4949775,-0.73431283,-0.17364192,1
-0.71603924,0.71826047,-0.9280257,-0.49519467,0.07941365,-0.4706123,-0.58714324,-0.23063654,1
-0.921265,0.6349976,-0.93219644,-0.14906967,0.3366326,-0.4544501,-0.6210442,-0.21318845,1
-0.808116,0.67265403,-0.9319285,-0.50553095,-0.0038935393,-0.5338463,-0.3498364,-0.17729102,0
-0.9163984,0.5923979,-0.9398337,-0.13552552,0.40970826,-0.44776142,-0.77438,-0.19099338,1
-0.85010934,0.5467713,-0.95110875,-0.2598073,0.35865575,-0.45064574,-0.8668191,-0.19905506,1
-0.35574514,0.6565231,-0.94550514,-0.78714335,0.3085017,-0.44795305,-0.6798065,-0.2893701,0
-0.08567834,0.5181533,-0.96780646,-0.3526236,0.27414328,-0.54125994,-0.5336681,-0.21886659,0
-0.76329786,0.4444776,-0.96691924,-0.54252416,0.21018459,-0.4267187,-0.58052474,-0.21963066,0
-0.633759,0.8839029,-0.90586805,-0.6076349,-0.10744724,-0.5084968,-0.72865456,-0.23152427,1
-0.7622862,0.44366646,-0.96746385,-0.5237718,0.23697762,-0.43162066,-0.6647964,-0.21077347,0
-0.8700756,0.6178965,-0.9385404,-0.29537225,0.24083915,-0.49349347,-0.5982658,-0.17749965,1
-0.8579787,0.5682991,-0.92185,-0.19780412,0.43824187,-0.36859345,-0.5138216,-0.3154589,1
-0.6257316,0.83980745,-0.91282874,-0.6354682,-0.06150064,-0.49674314,-0.71919817,-0.2330498,1
-0.8151916,0.586018,-0.9454127,-0.39458343,0.17433338,-0.51383847,-0.61156017,-0.1626163,1
-0.83996344,0.48144275,-0.95527947,-0.30940267,0.4079299,-0.39474806,-0.74177074,-0.24006763,0
-0.52761436,0.587453,-0.9543547,-0.82543087,0.11757117,-0.5040675,-0.740714,-0.23195812,0
0.16050851,0.4021345,-0.9789477,0.29215533,-0.71733767,-0.50256956,-0.95631796,-0.34878585,0
-0.6955552,0.5317369,-0.95646536,-0.61192834,0.12516232,-0.4600764,-0.6159988,-0.23682702,1
-0.6653489,0.77820456,-0.91888463,-0.6819123,-0.17617661,-0.5673985,-0.40420592,-0.20996678,0
-0.7446198,0.5720706,-0.94659746,-0.42722118,0.24349895,-0.47099268,-0.64395404,-0.235711,1
-0.84141725,0.60387945,-0.9284683,-0.29265893,0.25584215,-0.49546522,-0.70838064,-0.18279266,1
-0.74158615,0.51229924,-0.9597944,-0.49453568,0.20472491,-0.4648349,-0.7438105,-0.21363306,1
-0.8521855,0.78900313,-0.9119036,-0.32592225,0.0564851,-0.56162316,-0.5311291,-0.15567775,1
-0.35077348,0.78670263,-0.9199901,-0.81095624,0.16605267,-0.35609207,-0.72009164,-0.22713023,0
-0.82149756,0.6382019,-0.93275523,-0.34713683,0.21880966,-0.4569713,-0.5480198,-0.22932735,1
-0.7271228,0.576354,-0.94660604,-0.4996158,0.14193653,-0.52984905,-0.5958307,-0.19673476,0
-0.67927134,0.9023235,-0.90171665,-0.5119971,-0.059602156,-0.5055579,-0.71430516,-0.2342078,1
-0.72218716,0.64600754,-0.9371172,-0.55352604,0.060987666,-0.5310203,-0.47073624,-0.19720545,0
-0.55801105,0.45944375,-0.9709188,-0.84277356,0.08751865,-0.46308938,-0.64317286,-0.23593527,0
-0.74108595,0.4773618,-0.9643069,-0.5402125,0.20753801,-0.45482138,-0.70920587,-0.21385297,1
-0.7581624,0.55610657,-0.95120245,-0.6091138,0.03256689,-0.50071126,-0.36437705,-0.19011843,0
-0.8656189,0.58711755,-0.94324166,-0.3010934,0.24108008,-0.5068013,-0.6777457,-0.14862779,1
-0.5397896,0.7489281,-0.92758757,-0.7166152,0.23270741,-0.46217337,-0.7160631,-0.251049,0
-0.728894,0.46276048,-0.9660196,-0.5568671,0.17271349,-0.48065338,-0.6182476,-0.18879685,1
-0.25080585,0.72157836,-0.93991655,-0.85174394,0.41930407,-0.52298826,-0.70501333,-0.2167375,0
-0.756128,0.52009475,-0.9571535,-0.5543117,0.0980271,-0.5089157,-0.522501,-0.18098068,0
