0,1,2,label
-0.735173,0.77046525,-0.92049307,1
-0.28044325,0.9473756,-0.8980366,1
-0.40051192,0.70144117,-0.93579036,1
-0.7862962,0.42324632,-0.9640817,0
-0.84582937,0.5966122,-0.9429921,1
-0.7160395,0.71826607,-0.92802393,1
-0.92126507,0.6350049,-0.9321949,1
-0.8081162,0.6726606,-0.93192685,0
-0.91639864,0.592406,-0.9398323,1
-0.8501097,0.54678035,-0.95110756,1
-0.35574543,0.65653014,-0.94550365,0
-0.085678816,0.5181632,-0.96780545,0
-0.76329833,0.44448888,-0.96691847,0
-0.63375914,0.8839051,-0.9058656,1
-0.76228666,0.44367766,-0.9674631,0
-0.8700758,0.61790407,-0.93853897,1
-0.85797894,0.56830716,-0.92184883,1
-0.62573177,0.8398107,-0.9128264,1
-0.8151918,0.5860263,-0.94541144,1
-0.8399638,0.4814531,-0.9552786,0
-0.52761465,0.58746153,-0.95435333,0
0.16050804,0.40214664,-0.9789471,0
-0.6955555,0.53174645,-0.95646423,1
-0.66534907,0.77820903,-0.91888267,0
-0.74461997,0.5720793,-0.94659615,1
-0.84141755,0.603887,-0.9284669,1
-0.7415865,0.51230913,-0.9597934,1
-0.85218537,0.7890072,-0.9119016,1
-0.3507738,0.78670704,-0.919988,0
-0.8214977,0.63820904,-0.93275374,1
-0.727123,0.5763625,-0.94660485,0
-0.6792714,0.90232545,-0.90171415,1
-0.72218734,0.64601463,-0.93711567,0
-0.55801153,0.45945477,-0.970918,0
-0.74108636,0.47737238,-0.964306,1
-0.7581627,0.55611557,-0.95120126,0
-0.86561906,0.58712584,-0.94324034,1
-0.53978986,0.7489333,-0.92758554,0
-0.7288944,0.46277136,-0.9660188,1
-0.2508061,0.7215842,-0.9399148,0
-0.7561284,0.5201046,-0.9571524,0
-0.66912884,0.57804745,-0.95086473,0
-0.2734619,0.6254814,-0.9530122,0
0.74995875,0.8144649,-0.9231296,0
-0.6865355,0.65943414,-0.9370997,0
-0.7235001,0.560663,-0.9512763,0
-0.22275943,0.69828486,-0.9391604,0
-0.66614026,0.6089334,-0.94687885,0
-0.8887795,0.7309997,-0.9213612,1
-0.7537445,0.52355784,-0.9565757,1
-0.8534924,0.5992798,-0.94227,1
0.055413008,0.5438912,-0.96847516,0
-0.8427335,0.6192801,-0.9398369,1
-0.46031672,0.9062582,-0.90609896,1
-0.61798376,0.70517313,-0.93454194,1
-0.83306473,0.5279134,-0.9524142,1
-0.036989212,0.4595908,-0.9802699,0
-0.90905184,0.6419197,-0.9194888,1
-0.78565186,0.69081795,-0.9320755,1
-0.581663,0.54598826,-0.9587761,0
-0.8292258,0.582909,-0.9440619,1
-0.83826137,0.7663485,-0.9164285,1
-0.66005886,0.6140382,-0.9470208,0
-0.44172293,0.6048842,-0.9524252,0
-0.32612878,0.59306574,-0.9550201,0
-0.839124,0.7264255,-0.9192426,1
-0.5029925,0.5189369,-0.9649823,0
-0.30712187,0.68912923,-0.9460582,0
-0.69158506,0.46204534,-0.9675863,0
-0.83503807,0.7122774,-0.9239095,1
-0.69475687,0.4282416,-0.9732139,0
-0.89890456,0.6979047,-0.92649275,1
-0.50121397,0.7631377,-0.9279577,0
-0.8242238,0.626125,-0.94018644,1
-0.23602122,0.47928417,-0.97277415,0
-0.13631141,0.6893669,-0.94513303,0
-0.73892677,0.44914877,-0.96489847,0
-0.21423608,0.52967924,-0.9600273,0
0.17222947,0.6407959,-0.9245594,0
-0.86080813,0.57818323,-0.942393,1
-0.77835906,0.5469871,-0.94656515,1
-0.8270383,0.711366,-0.9282919,1
-0.43244964,0.58698505,-0.95265275,0
-0.7396096,0.6088021,-0.94401443,0
-0.19744751,0.5840318,-0.955064,0
-0.17405277,0.51633966,-0.9671041,0
-0.9810199,0.72046113,-0.91799253,1
0.6900742,0.6871639,-0.9355389,0
-0.69213355,0.6106681,-0.9429601,0
-0.8074304,0.63979053,-0.93734336,0
-0.8882941,0.75225556,-0.9186888,1
-0.6368944,0.6778483,-0.9383422,1
-0.845097,0.6151229,-0.9401949,1
-0.6695596,0.9313894,-0.89679396,1
-0.8268714,0.5664408,-0.945831,1
-0.0018932819,0.3553093,-0.98925495,0
0.2767176,0.4989519,-0.91533554,0
-0.60300934,0.5450501,-0.95731735,0
