0,1,2,label
-0.7505591,0.73298347,-0.93554103,1
-0.6875819,0.366803,-0.971375,0
-0.7934551,0.3051687,-0.96747947,0
-0.85931134,0.51953465,-0.9520602,1
-0.61797446,0.51639694,-0.9601531,0
-0.72890145,0.66973555,-0.9409662,1
-0.9321714,0.5185017,-0.94822973,1
-0.86381435,0.45890012,-0.95760363,1
-0.7712427,0.3279878,-0.97069305,0
-0.9612448,0.58288735,-0.93764615,1
-0.6489972,0.8727926,-0.92521006,1
-0.76983964,0.32748187,-0.9709995,0
-0.88448346,0.547543,-0.9475865,1
-0.64083105,0.8176254,-0.93067175,1
-0.7863493,0.45529398,-0.96066344,1
-0.8142795,0.5522981,-0.9468044,0
0.15643603,0.2777238,-0.97960407,0
-0.7055975,0.43616796,-0.96355796,1
-0.6800521,0.7426534,-0.93535966,0
-0.7589624,0.49001905,-0.95499367,1
-0.9000133,0.7228006,-0.92839354,1
-0.7934965,0.48423877,-0.9575541,1
-0.8547579,0.535073,-0.9406797,1
-0.75141186,0.4125331,-0.96594834,1
-0.86902785,0.7609152,-0.92778796,1
-0.35723725,0.7558989,-0.9366937,0
-0.83543575,0.57437867,-0.9440783,1
-0.61563843,0.502914,-0.96110326,0
-0.75494385,0.72153175,-0.9360915,1
-0.7203142,0.36731815,-0.97009784,0
-0.6957965,0.8976246,-0.92127854,1
-0.7361299,0.5811114,-0.94824725,0
-0.5641608,0.34535488,-0.9762337,0
-0.75010115,0.36942026,-0.96924657,1
-0.70969415,0.39775997,-0.9677726,0
-0.8493028,0.5785491,-0.94469815,1
-0.87774175,0.5099359,-0.9519885,1
-0.7361195,0.35239363,-0.97063416,1
-0.23528835,0.55667377,-0.9673657,0
-0.2570297,0.67045987,-0.9540537,0
-0.8952226,0.5034987,-0.9523252,1
0.057695568,0.7237166,-0.9441397,0
-0.56495404,0.51168466,-0.9601528,0
-0.76679313,0.42159027,-0.96378,0
-0.67790407,0.49353176,-0.9602574,0
0.75218904,0.8011193,-0.93705755,0
-0.6993662,0.5951841,-0.9490729,0
-0.22679538,0.64605176,-0.9513874,0
-0.6782385,0.53142214,-0.95682096,0
-0.8973484,0.48218092,-0.9538045,1
-0.90498865,0.68777555,-0.93462396,1
-0.76452583,0.4284319,-0.9632627,1
-0.86824,0.52327573,-0.951462,1
0.054480433,0.45884836,-0.9751306,0
-0.85641736,0.5471408,-0.9493727,1
-0.4699728,0.8985747,-0.9266068,1
-0.6276806,0.6498376,-0.9480642,1
-0.8463863,0.4369495,-0.9590374,1
-0.03470826,0.3538273,-0.98358077,0
-0.3490913,0.6780274,-0.94980234,0
-0.9243673,0.58478594,-0.9308922,1
-0.801137,0.6342895,-0.94440407,1
-0.9495954,0.6383735,-0.93543535,1
-0.8419931,0.5039975,-0.95244503,1
-0.8568778,0.73272693,-0.9308086,1
-0.6717895,0.5379702,-0.95717555,0
-0.44573477,0.5266005,-0.962449,0
-0.32646528,0.51217717,-0.9642987,0
-0.85455066,0.68503755,-0.9326134,1
-0.5113909,0.42093498,-0.97185147,0
-0.31740788,0.63191426,-0.95926243,0
-0.850431,0.6653648,-0.9369178,1
-0.6847067,0.89259887,-0.92281824,1
-0.70180714,0.30728397,-0.9767017,0
-0.66146326,0.5827577,-0.94807,0
-0.78090173,0.5480167,-0.95134014,1
-0.91760194,0.6460337,-0.93827033,1
-0.51374733,0.7268358,-0.94264436,0
-0.9057146,0.5637473,-0.94628304,1
-0.23733947,0.37263986,-0.9787657,0
0.1742512,0.58408004,-0.9363901,0
-0.87610066,0.50105256,-0.9517821,1
-0.79155034,0.46063113,-0.9536594,1
-0.8413005,0.65981555,-0.9413068,1
0.2647379,0.59259135,-0.9518823,0
-0.43626273,0.5046024,-0.9614262,0
-0.7516358,0.532802,-0.9537385,0
-0.19677863,0.4995088,-0.9644539,0
-0.1740627,0.41724834,-0.9737781,0
0.68218195,0.63132656,-0.94825166,0
-0.70486057,0.5354505,-0.95358014,0
-0.8181344,0.5748144,-0.94738674,0
-0.90652025,0.7152335,-0.93242407,1
-0.6455869,0.6173605,-0.95125544,1
-0.8593694,0.54316944,-0.9493429,1
-0.8309932,0.40540755,-0.9620458,0
-0.8048589,0.64223754,-0.9434031,1
-0.0020648837,0.22134024,-0.9883268,0
-0.7102671,0.4083991,-0.9666477,1
-0.60926974,0.45670807,-0.96634436,0
-0.81650805,0.4516518,-0.958927,1
0.8167757,0.70913714,-0.9389926,0
-0.91290176,0.46498755,-0.95365584,1
0.6511451,0.7569066,-0.9502563,0
-0.7427153,0.5338325,-0.9544672,1
-0.7424239,0.6113253,-0.9427543,0
-0.7273659,0.36722177,-0.9706053,0
-0.4337628,0.92607653,-0.92388695,1
-0.118523836,0.71287477,-0.95050055,0
-0.68017596,0.72881866,-0.93894655,1
-0.9433136,0.54439235,-0.94185597,1
-0.767915,0.37454563,-0.96738905,0
-0.86947155,0.48645052,-0.95464486,1
-0.7305692,0.3702048,-0.9681486,0
-0.7713758,0.3584789,-0.96768504,1
-0.86797076,0.5115239,-0.95184636,1
-0.70303345,0.33492315,-0.9737056,0
0.3048156,0.4610219,-0.96366566,0
-0.5841676,0.4145675,-0.9704933,0
-0.89894664,0.63584447,-0.9404626,1
-0.80386144,0.42744082,-0.9619872,1
-0.77700293,0.6068701,-0.9467158,1
-0.8455902,0.46134287,-0.95698875,1
0.3204804,0.35090598,-0.9853264,0
-0.74302,0.73695064,-0.931149,1
0.42274475,0.4804688,-0.9647088,0
0.83200896,0.5574822,-0.9707963,0
-0.88722706,0.49463132,-0.9519168,1
-0.46011415,0.65330344,-0.9505262,0
-0.046032608,0.61646587,-0.9536868,0
-0.8067696,0.5959201,-0.94637215,1
-0.7620317,0.5734286,-0.9480108,0
-0.9136187,0.51516074,-0.95089465,1
-0.8482222,0.44712943,-0.9522859,1
-0.53025556,0.39247358,-0.9742184,0
-0.38682473,0.564865,-0.9599368,0
-0.7057795,0.39835978,-0.95637566,0
-0.60741156,0.5622392,-0.95626986,0
-0.25766286,0.55207664,-0.9574856,0
-0.73737884,0.33174768,-0.9729576,0
-0.9981762,0.6098826,-0.93522567,1
-0.80439603,0.48817644,-0.9559985,1
-0.8366192,0.44609654,-0.9597359,1
-0.52221084,0.63248813,-0.9493222,0
-0.5610943,0.842582,-0.93146455,1
-0.6853221,0.37039205,-0.97048205,1
-0.7510085,0.6407479,-0.94508636,1
0.00055241585,0.3886548,-0.9806915,0
-0.8765304,0.4960303,-0.9519282,1
-0.782248,0.66654086,-0.9260614,1
-0.90686345,0.62669003,-0.9398368,1
0.084030926,0.8189088,-0.9448785,1
-0.38697392,0.5516709,-0.9612827,0
-0.8715541,0.4697023,-0.9542964,1
-0.7997197,0.39800236,-0.96447873,1
-0.7609809,0.4891432,-0.95759,1
-0.5085032,0.6086472,-0.9515263,0
-0.69129765,0.49380893,-0.95912004,0
-0.79978657,0.7276876,-0.9337097,1
-0.77690804,0.54005206,-0.95256627,1
0.36024678,0.67522585,-0.95397055,0
-0.8331073,0.4568797,-0.9546996,0
-0.89909756,0.49290967,-0.9474314,1
