0,1,2,3,4,label
-0.70156795,0.68936384,-0.9419567,-0.41346624,-0.03000766,1
-0.63912195,0.29276085,-0.97375804,-0.59822285,-0.04717423,0
-0.19475248,0.93248326,-0.9280752,-0.6393794,-0.15997338,1
-0.3215152,0.5996712,-0.95418257,-0.65924394,-0.14754085,1
-0.75251067,0.22763775,-0.9682456,-0.36605895,-0.40821892,0
-0.55752724,0.4559632,-0.96434,-0.66184413,-0.018233612,0
-0.9110029,0.51343966,-0.9459733,-0.086713254,-0.38277096,1
-0.78213984,0.55895233,-0.94839513,-0.40511835,-0.03456652,0
-0.90342265,0.45712554,-0.9514871,-0.069901794,-0.46151417,1
-0.28147906,0.5392644,-0.9621265,-0.6487633,-0.33547735,0
0.012308538,0.34865847,-0.9769166,-0.25004068,-0.32003072,0
-0.9353243,0.5283766,-0.9413834,0.010778993,-0.47651547,1
-0.7272528,0.2509783,-0.9724037,-0.4160757,-0.30342734,0
-0.85007864,0.48864728,-0.95136315,-0.21526259,-0.28582147,1
-0.83435035,0.43879604,-0.93898696,-0.13475847,-0.47830448,1
-0.57876277,0.782868,-0.93816745,-0.5163661,0.038002074,1
-0.7896005,0.44401458,-0.9577394,-0.30392176,-0.22460735,1
-0.8137287,0.3085621,-0.9620188,-0.22325337,-0.47340584,0
-0.7429811,0.38987058,-0.9635781,-0.3280094,-0.2886074,1
-0.7727978,0.4955491,-0.9503655,-0.29315975,-0.24955226,0
-0.467647,0.4447408,-0.9677375,-0.6889965,-0.16740188,0
0.27030015,0.174007,-0.9794883,0.3625446,0.66082793,0
-0.65260434,0.36945593,-0.96642506,-0.4964782,-0.17213546,1
-0.62472206,0.6998193,-0.9421391,-0.5669813,0.13762084,0
-0.86617684,0.6768636,-0.93431395,-0.18329059,-0.19413708,1
-0.7534116,0.42058867,-0.96082467,-0.32398602,-0.23812512,1
-0.81805587,0.47616082,-0.9443605,-0.21319667,-0.3017457,1
-0.7042332,0.34355998,-0.968448,-0.38957712,-0.2578187,1
