0,1,2,3,4,5,6,label
-0.74105537,0.25912747,-0.5305157,0.037499264,-0.7167886,-0.27788925,0.42094564,1
-0.6913915,-0.5562988,-0.722136,0.029403731,-0.6706569,-0.29280895,0.5202236,0
-0.2869514,0.72640735,-0.7909697,-0.119643964,-0.6620991,-0.15086257,0.19655077,1
-0.40904334,0.04839009,-0.80845606,-0.08563788,-0.67235136,-0.16549005,0.17249975,1
-0.7922752,-0.6816673,-0.4508311,-0.2503467,-0.5948956,-0.23503017,0.25444043,0
-0.8494055,-0.2145923,-0.3201505,-0.13432434,-0.73430246,-0.23333618,0.34085843,1
-0.6213233,-0.22355022,-0.7902266,0.036922127,-0.6973696,-0.30871361,0.40358037,0
-0.72313017,0.11583227,-0.50796324,-0.03155286,-0.682486,-0.26786435,0.36020413,1
-0.923822,-0.09446877,-0.15304193,-0.21765664,-0.6872693,-0.24708673,0.33199677,1
-0.81232226,-0.004581809,-0.51616555,0.03814359,-0.65543413,-0.30952603,0.5863664,0
-0.9184024,-0.21454775,-0.13286704,-0.26763105,-0.7242043,-0.21087658,0.27169383,1
-0.85504425,-0.3511526,-0.2586224,-0.23428266,-0.74389917,-0.20077354,0.20419022,1
-0.37311086,-0.078072645,-0.76957345,-0.22907254,-0.69379133,-0.27430844,0.202927,0
-0.103193164,-0.4533319,-0.34742182,-0.21438341,-0.7238344,-0.29866263,0.44769806,0
-0.77093184,-0.6407274,-0.53588736,-0.14054164,-0.64197475,-0.24466117,0.36157122,0
-0.9466933,-0.059379883,-0.04478997,-0.2904359,-0.69686943,-0.21739264,0.19153368,1
-0.64270115,0.57142204,-0.62851286,0.100906774,-0.72503537,-0.27929643,0.2687276,1
-0.76943517,-0.64097726,-0.5139326,-0.16269144,-0.6639429,-0.23040263,0.31360665,0
-0.87172455,-0.1515894,-0.2969828,-0.14165343,-0.70175624,-0.25068775,0.41321886,1
-0.86451375,-0.23565733,-0.19269699,-0.31871137,-0.5609151,-0.27528545,0.23978783,1
-0.6371291,0.4493149,-0.65449244,0.069080114,-0.715008,-0.2707163,0.27240488,1
-0.82013977,-0.24470574,-0.3981642,-0.09335406,-0.7173253,-0.25660002,0.4372751,1
-0.84491,-0.5184121,-0.29518455,-0.28945136,-0.6619104,-0.21037158,0.2052503,0
-0.7818829,-0.35865572,-0.42243284,-0.14747013,-0.735299,-0.23609936,0.282821,1
-0.80954504,-0.13341966,-0.3890255,-0.13712111,-0.619264,-0.28999603,0.29425365,0
-0.54421973,-0.2565629,-0.8166843,-0.0707536,-0.7147778,-0.26348686,0.2532928,0
-0.7563152,-0.27532917,-0.42612606,-0.16605705,-0.68190205,-0.2668864,0.2864088,1
-0.88271034,0.24244818,-0.2634613,-0.081488065,-0.644448,-0.28677678,0.5250668,1
-0.7897291,-0.29364765,-0.41986597,-0.106947295,-0.7262837,-0.2534514,0.3780526,1
-0.7511322,-0.45518962,-0.4925448,-0.12863646,-0.7173567,-0.23678508,0.27780673,1
-0.36279944,0.30053526,-0.8217087,-0.14150524,-0.62214243,-0.2108436,0.21146438,0
-0.8261131,-0.08799323,-0.34926975,-0.13625382,-0.6576651,-0.26988837,0.37182486,1
-0.6184813,-0.25452387,-0.7251613,-0.0071792006,-0.7032504,-0.2595148,0.21002297,0
