0,1,2,3,4,5,6,7,label
-0.74105644,0.25912678,-0.53051513,0.03751743,-0.71643835,-0.27843726,0.42472744,-0.20690213,1
-0.6913907,-0.5563003,-0.7221341,0.029425189,-0.67022485,-0.29337138,0.52443594,-0.18255737,0
-0.28695247,0.72640663,-0.7909714,-0.119628556,-0.6617228,-0.15140766,0.19874258,-0.24782333,1
-0.40904346,0.048388347,-0.80845594,-0.0856187,-0.6719459,-0.16592355,0.17460592,-0.23665819,1
-0.7922742,-0.6816693,-0.45083296,-0.25034022,-0.59470576,-0.23542182,0.2562959,-0.27443263,0
-0.8494051,-0.21459381,-0.32015294,-0.13431455,-0.7339927,-0.23397464,0.3446362,-0.19527106,1
-0.621323,-0.22355223,-0.79022634,0.036949262,-0.6970027,-0.30932337,0.4070087,-0.2036833,0
-0.7231302,0.11583057,-0.5079655,-0.03154473,-0.6821541,-0.26836598,0.3637938,-0.19854498,1
-0.9238217,-0.09447013,-0.15304428,-0.21764895,-0.6868631,-0.2477126,0.33515635,-0.20590447,1
-0.81232214,-0.0045835674,-0.5161663,0.038160607,-0.65506804,-0.31008613,0.590628,-0.19207501,0
-0.91840196,-0.21454911,-0.13286969,-0.26761538,-0.72385126,-0.21140416,0.2744408,-0.22079933,1
-0.85504377,-0.35115403,-0.25862554,-0.23427583,-0.74362075,-0.20137656,0.20705748,-0.20474197,1
-0.37311083,-0.07807424,-0.7695737,-0.22906888,-0.69316864,-0.27475703,0.20544365,-0.20054704,0
-0.10319227,-0.45333236,-0.34742534,-0.21438196,-0.7236319,-0.29927868,0.45201275,-0.17071041,0
-0.7709309,-0.64072955,-0.5358888,-0.14053628,-0.64171135,-0.24513945,0.36474022,-0.2226204,0
-0.94669294,-0.059380956,-0.044791937,-0.29042485,-0.6964775,-0.21790595,0.19365753,-0.23446664,1
-0.642702,0.57142055,-0.6285144,0.10092662,-0.72470784,-0.2797999,0.27193308,-0.22084263,1
-0.7694342,-0.6409794,-0.51393443,-0.16268383,-0.6637204,-0.2309194,0.31656298,-0.22335748,0
-0.87172425,-0.15159091,-0.29698464,-0.14163344,-0.70143676,-0.25121725,0.41643402,-0.21231546,1
-0.86451346,-0.2356588,-0.19269893,-0.31870443,-0.5604935,-0.2756124,0.24135289,-0.28836656,1
-0.63712984,0.44931322,-0.6544939,0.0690981,-0.71464604,-0.27129692,0.2760333,-0.21447282,1
-0.8201393,-0.2447073,-0.39816567,-0.09333092,-0.71698403,-0.25715205,0.44083095,-0.19564487,1
-0.8449092,-0.5184139,-0.29518706,-0.28944427,-0.66167325,-0.21080072,0.20716463,-0.25266126,0
-0.78188235,-0.35865742,-0.42243457,-0.1474533,-0.7349702,-0.23667589,0.2858224,-0.19568029,1
-0.80954474,-0.13342126,-0.38902685,-0.1371187,-0.61884224,-0.29040486,0.29654855,-0.21366958,0
-0.54421943,-0.25656497,-0.8166845,-0.07072982,-0.71434504,-0.2639992,0.25644538,-0.23672353,0
-0.7563147,-0.27533072,-0.42612675,-0.16603541,-0.6814879,-0.26748344,0.28927407,-0.22623844,1
-0.8827105,0.24244687,-0.26346314,-0.08146918,-0.6440999,-0.28729865,0.529044,-0.24536845,1
-0.7897287,-0.29364926,-0.4198671,-0.10692465,-0.7259136,-0.2540073,0.3813712,-0.19359782,1
-0.7511314,-0.4551914,-0.4925466,-0.12862682,-0.717031,-0.23733956,0.28099233,-0.19122876,1
-0.36280003,0.3005335,-0.82170904,-0.14147094,-0.62200975,-0.2114097,0.21284121,-0.31812024,0
-0.8261128,-0.08799476,-0.3492712,-0.13623866,-0.65723485,-0.27036396,0.37524632,-0.22853516,1
-0.6184809,-0.2545258,-0.7251619,-0.0071599334,-0.7029593,-0.26008624,0.21261314,-0.21262957,0
-0.74928474,0.23890722,-0.4997201,0.012051627,-0.72371477,-0.25923657,0.313754,-0.1900635,1
-0.7227358,-0.55545664,-0.6130743,-0.063076764,-0.6800084,-0.27035934,0.40643215,-0.18893781,0
-0.7394104,-0.26777023,-0.5006908,-0.085585736,-0.705017,-0.28760138,0.39083737,-0.20465085,0
-0.7657403,-0.32962042,-0.6100475,0.0013798699,-0.63800216,-0.29887563,0.5646477,-0.18924351,0
-0.7114527,-0.4877387,-0.68870854,0.025828302,-0.65833366,-0.30765426,0.5724022,-0.1855255,0
-0.83884054,-0.07904442,-0.3517047,-0.13155912,-0.67406887,-0.26847237,0.35992807,-0.20687877,1
-0.5503795,0.1892544,-0.71208173,-0.15886219,-0.68754506,-0.25753903,0.23250762,-0.27568364,0
-0.7375769,-0.5894364,-0.5515495,-0.106730334,-0.6885342,-0.25152406,0.39337832,-0.21691577,1
-0.25301573,-0.16355146,-0.80553544,-0.32484132,-0.7817638,-0.22876583,0.111771375,-0.22712806,0
-0.88237536,-0.25139582,-0.19490439,-0.25897664,-0.756823,-0.199507,0.18448012,-0.2031306,1
0.041080177,0.21087775,-0.8620801,-0.37892112,-0.6583065,-0.048124686,0.20766568,-0.26354823,0
-0.57202333,-0.23570058,-0.8012687,-0.018672347,-0.6759836,-0.2733941,0.276501,-0.22014059,0
-0.7635568,-0.43205428,-0.5546765,-0.048276134,-0.68170804,-0.2799379,0.47022212,-0.18816963,0
-0.68040323,-0.27379262,-0.67714775,0.021577954,-0.67960805,-0.29143414,0.40292406,-0.18900627,0
-0.29526058,-0.16884418,-0.9808323,-0.13734126,-0.68828344,-0.28004,0.21096924,-0.22327656,0
0.723167,0.3549698,0.22555554,-0.47297198,-0.7828067,-0.43252397,0.64785033,-0.2608657,0
-0.6962881,-0.047855794,-0.5940897,-0.029865824,-0.69604164,-0.27243432,0.34522328,-0.20928901,0
-0.7337167,-0.31891003,-0.5895616,-0.041851826,-0.6593762,-0.2784465,0.42644364,-0.1994473,0
-0.88588333,-0.29802108,-0.18058917,-0.27765477,-0.7370128,-0.20175438,0.18805759,-0.20881154,1
-0.8910055,0.16143516,-0.27375054,-0.032412082,-0.7319674,-0.28028154,0.52974623,-0.18728726,1
-0.7621008,-0.41942906,-0.4790209,-0.12886956,-0.715065,-0.24647611,0.31923354,-0.19842513,1
-0.85824275,-0.2070748,-0.26993713,-0.16817804,-0.74040276,-0.23331584,0.33442453,-0.19156983,1
-0.4709689,0.62251735,-0.7721801,0.028490916,-0.7296285,-0.21381663,0.08677097,-0.25102758,1
-0.8389854,-0.39766195,-0.2814933,-0.24942188,-0.7242589,-0.20717457,0.17611012,-0.21205747,1
-0.36191705,0.122404724,-0.9470791,-0.04126572,-0.66817963,-0.22568446,0.1057156,-0.26694858,0
-0.9161626,-0.05023305,-0.11069074,-0.27209347,-0.62047833,-0.26945695,0.34883472,-0.26919997,1
-0.59708357,-0.36246878,-0.78660274,0.031198055,-0.68617356,-0.28058338,0.32937142,-0.20419133,0
-0.93381226,0.056841344,-0.15405819,-0.15121725,-0.69639426,-0.26676252,0.4932021,-0.21665408,1
-0.8414347,0.2620033,-0.32303384,-0.052138284,-0.69195884,-0.2874192,0.4881329,-0.22568552,1
-0.6722202,-0.17743905,-0.6664112,-0.020335384,-0.7190547,-0.28348988,0.3623134,-0.2203094,0
-0.8456457,0.1637424,-0.29439592,-0.09378345,-0.6508085,-0.311424,0.53227437,-0.23970395,1
-0.5234144,-0.44378287,-0.83449996,-0.096451215,-0.7092423,-0.2630562,0.23398635,-0.22401018,0
-0.702118,-0.59927464,-0.7030381,-0.009113975,-0.64265215,-0.30055773,0.5453291,-0.19517648,0
-0.6776076,0.61191237,-0.5012533,0.06914188,-0.72504485,-0.28534028,0.34352311,-0.18212599,1
-0.6606228,-0.07965641,-0.5209441,-0.11345682,-0.6368813,-0.24025306,0.31644586,-0.21850154,0
-0.77455604,-0.15280436,-0.50930214,-0.022857785,-0.695868,-0.27412117,0.4581193,-0.20369989,1
-0.90189445,0.07062313,-0.18683869,-0.15682721,-0.7424147,-0.23225512,0.32687876,-0.18900937,1
-0.5167377,0.23531953,-0.8131216,0.04220745,-0.6799502,-0.30844703,0.31554186,-0.24822551,0
-0.8916031,-0.11594615,-0.19509429,-0.2145749,-0.7316516,-0.22176622,0.25977325,-0.19906205,1
-0.8290393,-0.13610563,-0.35133323,-0.11343422,-0.7328114,-0.2333226,0.28548738,-0.18829338,1
-0.15008509,0.0051864535,-0.73853743,-0.4070448,-0.76524776,-0.22968566,0.39175197,-0.23351015,0
-0.7458074,-0.62679577,-0.62592256,-0.058393877,-0.6395657,-0.28096858,0.52126163,-0.21010661,0
-0.2315194,-0.42260188,-0.38244146,-0.2567074,-0.7319405,-0.3462663,0.28700942,-0.19727612,0
0.15602803,-0.08763444,-0.58957225,-0.2858069,-0.6013717,-0.020304352,0.61739683,-0.15150674,0
-0.8665265,-0.25469494,-0.19525126,-0.2677802,-0.7392466,-0.20750204,0.16574645,-0.20956293,1
-0.791505,-0.33656776,-0.27448598,-0.32890305,-0.5916312,-0.2778035,0.11004929,-0.21444346,1
-0.83421844,0.099444985,-0.3388425,-0.030631155,-0.75571024,-0.26859447,0.36850867,-0.16259302,1
