0,1,2,3,4,5,label
-0.74105597,0.25912884,-0.5305169,0.037573203,-0.71672213,-0.2786634,1
-0.6913917,-0.5562974,-0.7221352,0.029466212,-0.67054534,-0.29353186,0
-0.28695184,0.72640896,-0.79096985,-0.11958527,-0.66197574,-0.1512934,1
-0.40904367,0.048390344,-0.8084587,-0.085572034,-0.672316,-0.16608638,1
-0.7922753,-0.6816673,-0.45083225,-0.25024846,-0.59483635,-0.23553209,0
-0.84940565,-0.21459208,-0.32015485,-0.1342499,-0.73421144,-0.23421037,1
-0.6213236,-0.22354972,-0.7902256,0.03700359,-0.6972319,-0.30934775,0
-0.7231304,0.11583251,-0.5079691,-0.031465285,-0.6824776,-0.26884013,1
-0.92382205,-0.09446876,-0.15304607,-0.21760628,-0.68710667,-0.24772376,1
-0.81232244,-0.0045814514,-0.5161702,0.038210034,-0.65538085,-0.31056517,0
-0.91840243,-0.21454771,-0.13287169,-0.2675566,-0.72409683,-0.21131949,1
-0.8550445,-0.35115248,-0.2586274,-0.2342034,-0.74383837,-0.2015715,1
-0.37311134,-0.07807208,-0.7695768,-0.22902092,-0.69360495,-0.2748856,0
-0.10319346,-0.45333162,-0.3474306,-0.21429712,-0.72396946,-0.29994205,0
-0.770932,-0.64072716,-0.5358887,-0.14045374,-0.6418717,-0.24534607,0
-0.94669336,-0.05937998,-0.044793457,-0.290379,-0.6967041,-0.21778911,1
-0.6427015,0.5714222,-0.62851435,0.1009956,-0.72496444,-0.2802182,1
-0.76943535,-0.64097714,-0.51393294,-0.16259567,-0.6638365,-0.23096275,0
-0.87172467,-0.15158932,-0.29698685,-0.14157055,-0.70167774,-0.25126666,1
-0.8645139,-0.23565733,-0.1927006,-0.31864166,-0.56076765,-0.2755484,1
-0.6371294,0.449315,-0.654495,0.069151565,-0.71495557,-0.27172822,1
-0.82013994,-0.24470551,-0.39816862,-0.09327362,-0.7172684,-0.25726467,1
-0.84491014,-0.51841223,-0.29518676,-0.2893567,-0.6618365,-0.21074718,0
-0.7818831,-0.35865557,-0.42243695,-0.14739144,-0.7352379,-0.23684384,1
